"Plot Title: 20881725"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20881725, SEN S/N: 20881725)","Intensity, lum/ft² (LGR S/N: 20881725, SEN S/N: 20881725)","Coupler Detached (LGR S/N: 20881725)","Coupler Attached (LGR S/N: 20881725)","Host Connected (LGR S/N: 20881725)","End Of File (LGR S/N: 20881725)"
30,06/01/21 06:53:54  PM,17.284,6.0,,,,
31,06/01/21 07:53:54  PM,17.284,6.0,,,,
32,06/01/21 08:53:54  PM,17.284,5.0,,,,
33,06/01/21 09:53:54  PM,17.284,5.0,,,,
34,06/01/21 10:53:54  PM,17.189,6.0,,,,
35,06/01/21 11:53:54  PM,17.094,6.0,,,,
36,06/02/21 12:53:54  AM,17.094,5.0,,,,
37,06/02/21 01:53:54  AM,16.999,5.0,,,,
38,06/02/21 02:53:54  AM,16.999,5.0,,,,
39,06/02/21 03:53:54  AM,16.903,5.0,,,,
40,06/02/21 04:53:54  AM,16.903,5.0,,,,
41,06/02/21 05:53:54  AM,16.808,5.0,,,,
42,06/02/21 06:53:54  AM,16.808,6.0,,,,
43,06/02/21 07:53:54  AM,16.903,6.0,,,,
44,06/02/21 08:53:54  AM,17.094,7.0,,,,
45,06/02/21 09:53:54  AM,17.379,7.0,,,,
46,06/02/21 10:53:54  AM,17.570,7.0,,,,
47,06/02/21 11:53:54  AM,18.045,14.0,,,,
48,06/02/21 12:53:54  PM,18.045,7.0,,,,
49,06/02/21 01:53:54  PM,17.855,7.0,,,,
50,06/02/21 02:53:54  PM,17.760,7.0,,,,
51,06/02/21 03:53:54  PM,17.665,6.0,,,,
52,06/02/21 04:53:54  PM,17.665,6.0,,,,
53,06/02/21 05:53:54  PM,17.665,6.0,,,,
54,06/02/21 06:53:54  PM,17.665,6.0,,,,
55,06/02/21 07:53:54  PM,17.570,6.0,,,,
56,06/02/21 08:53:54  PM,17.475,5.0,,,,
57,06/02/21 09:53:54  PM,17.475,6.0,,,,
58,06/02/21 10:53:54  PM,17.475,6.0,,,,
59,06/02/21 11:53:54  PM,17.379,5.0,,,,
60,06/03/21 12:53:54  AM,17.665,5.0,,,,
61,06/03/21 01:53:54  AM,17.760,5.0,,,,
62,06/03/21 02:53:54  AM,17.855,5.0,,,,
63,06/03/21 03:53:54  AM,17.950,5.0,,,,
64,06/03/21 04:53:54  AM,18.045,5.0,,,,
65,06/03/21 05:53:54  AM,18.045,5.0,,,,
66,06/03/21 06:53:54  AM,17.855,0.0,,,,
67,06/03/21 07:53:54  AM,20.138,0.0,,,,
68,06/03/21 08:53:54  AM,20.615,0.0,,,,
69,06/03/21 09:53:54  AM,20.901,0.0,,,,
70,06/03/21 10:53:54  AM,20.996,1.0,,,,
71,06/03/21 11:53:54  AM,21.091,0.0,,,,
72,06/03/21 12:53:54  PM,21.187,1.0,,,,
73,06/03/21 01:53:54  PM,21.187,2.0,,,,
74,06/03/21 02:53:54  PM,21.187,1.0,,,,
75,06/03/21 03:53:54  PM,21.187,1.0,,,,
76,06/03/21 04:53:54  PM,21.282,0.0,,,,
77,06/03/21 05:53:54  PM,21.282,0.0,,,,
78,06/03/21 06:53:54  PM,21.282,0.0,,,,
79,06/03/21 07:53:54  PM,21.282,0.0,,,,
80,06/03/21 08:53:54  PM,21.378,0.0,,,,
81,06/03/21 09:53:54  PM,21.378,0.0,,,,
82,06/03/21 10:53:54  PM,21.378,0.0,,,,
83,06/03/21 11:53:54  PM,21.473,0.0,,,,
84,06/04/21 12:53:54  AM,21.378,0.0,,,,
85,06/04/21 01:53:54  AM,21.378,0.0,,,,
86,06/04/21 02:53:54  AM,21.473,0.0,,,,
87,06/04/21 03:53:54  AM,21.473,0.0,,,,
88,06/04/21 04:53:54  AM,21.473,0.0,,,,
89,06/04/21 05:53:54  AM,21.473,0.0,,,,
90,06/04/21 06:53:54  AM,21.473,0.0,,,,
91,06/04/21 07:53:54  AM,21.378,2.0,,,,
92,06/04/21 08:53:54  AM,21.569,8.0,,,,
93,06/04/21 09:53:54  AM,21.473,8.0,,,,
94,06/04/21 10:53:54  AM,21.569,8.0,,,,
95,06/04/21 11:53:54  AM,21.473,1.0,,,,
96,06/04/21 12:53:54  PM,21.569,1.0,,,,
97,06/04/21 01:53:54  PM,22.046,1.0,,,,
98,06/04/21 02:53:54  PM,21.378,2.0,,,,
99,06/04/21 03:53:54  PM,21.569,0.0,,,,
100,06/04/21 04:53:54  PM,21.664,0.0,,,,
101,06/04/21 05:53:54  PM,21.664,7.0,,,,
102,06/04/21 06:53:54  PM,21.664,5.0,,,,
103,06/04/21 07:53:54  PM,21.664,5.0,,,,
104,06/04/21 08:53:54  PM,21.760,5.0,,,,
105,06/04/21 09:53:54  PM,21.760,5.0,,,,
106,06/04/21 10:53:54  PM,21.760,5.0,,,,
107,06/04/21 11:53:54  PM,21.760,5.0,,,,
108,06/05/21 12:53:54  AM,21.760,5.0,,,,
109,06/05/21 01:53:54  AM,21.760,5.0,,,,
110,06/05/21 02:53:54  AM,21.760,5.0,,,,
111,06/05/21 03:53:54  AM,21.760,5.0,,,,
112,06/05/21 04:53:54  AM,21.855,5.0,,,,
113,06/05/21 05:53:54  AM,21.855,5.0,,,,
114,06/05/21 06:53:54  AM,21.855,6.0,,,,
115,06/05/21 07:53:54  AM,21.760,6.0,,,,
116,06/05/21 08:53:54  AM,21.855,7.0,,,,
117,06/05/21 09:53:54  AM,21.855,6.0,,,,
118,06/05/21 10:53:54  AM,21.760,8.0,,,,
119,06/05/21 11:53:54  AM,21.855,8.0,,,,
120,06/05/21 12:53:54  PM,21.855,7.0,,,,
121,06/05/21 01:53:54  PM,21.855,7.0,,,,
122,06/05/21 02:53:54  PM,21.855,6.0,,,,
123,06/05/21 03:53:54  PM,21.855,6.0,,,,
124,06/05/21 04:53:54  PM,21.855,6.0,,,,
125,06/05/21 05:53:54  PM,21.951,6.0,,,,
126,06/05/21 06:53:54  PM,21.855,6.0,,,,
127,06/05/21 07:53:54  PM,21.855,5.0,,,,
128,06/05/21 08:53:54  PM,21.855,5.0,,,,
129,06/05/21 09:53:54  PM,21.951,5.0,,,,
130,06/05/21 10:53:54  PM,21.951,5.0,,,,
131,06/05/21 11:53:54  PM,21.951,5.0,,,,
132,06/06/21 12:53:54  AM,21.951,5.0,,,,
133,06/06/21 01:53:54  AM,21.951,5.0,,,,
134,06/06/21 02:53:54  AM,21.951,5.0,,,,
135,06/06/21 03:53:54  AM,21.951,5.0,,,,
136,06/06/21 04:53:54  AM,22.046,5.0,,,,
137,06/06/21 05:53:54  AM,21.951,5.0,,,,
138,06/06/21 06:53:54  AM,22.046,6.0,,,,
139,06/06/21 07:53:54  AM,21.951,6.0,,,,
140,06/06/21 08:53:54  AM,21.951,7.0,,,,
141,06/06/21 09:53:54  AM,21.855,7.0,,,,
142,06/06/21 10:53:54  AM,22.046,8.0,,,,
143,06/06/21 11:53:54  AM,21.951,8.0,,,,
144,06/06/21 12:53:54  PM,21.855,7.0,,,,
145,06/06/21 01:53:54  PM,21.951,6.0,,,,
146,06/06/21 02:53:54  PM,22.046,6.0,,,,
147,06/06/21 03:53:54  PM,21.951,6.0,,,,
148,06/06/21 04:53:54  PM,21.951,5.0,,,,
149,06/06/21 05:53:54  PM,21.855,6.0,,,,
150,06/06/21 06:53:54  PM,22.046,5.0,,,,
151,06/06/21 07:53:54  PM,22.046,5.0,,,,
152,06/06/21 08:53:54  PM,22.046,5.0,,,,
153,06/06/21 09:53:54  PM,21.951,5.0,,,,
154,06/06/21 10:53:54  PM,21.951,5.0,,,,
155,06/06/21 11:53:54  PM,22.046,5.0,,,,
156,06/07/21 12:53:54  AM,22.046,5.0,,,,
157,06/07/21 01:53:54  AM,22.046,5.0,,,,
158,06/07/21 02:53:54  AM,22.142,5.0,,,,
159,06/07/21 03:53:54  AM,22.046,5.0,,,,
160,06/07/21 04:53:54  AM,22.046,5.0,,,,
161,06/07/21 05:53:54  AM,22.046,5.0,,,,
162,06/07/21 06:53:54  AM,22.142,6.0,,,,
163,06/07/21 07:53:54  AM,22.046,6.0,,,,
164,06/07/21 08:53:54  AM,22.046,7.0,,,,
165,06/07/21 09:53:54  AM,21.855,7.0,,,,
166,06/07/21 10:53:54  AM,22.046,7.0,,,,
167,06/07/21 11:53:54  AM,21.855,7.0,,,,
168,06/07/21 12:53:54  PM,22.046,8.0,,,,
169,06/07/21 01:53:54  PM,22.046,7.0,,,,
170,06/07/21 02:53:54  PM,21.855,7.0,,,,
171,06/07/21 03:53:54  PM,21.951,6.0,,,,
172,06/07/21 04:53:54  PM,22.046,6.0,,,,
173,06/07/21 05:53:54  PM,21.951,6.0,,,,
174,06/07/21 06:53:54  PM,21.951,5.0,,,,
175,06/07/21 07:53:54  PM,21.951,5.0,,,,
176,06/07/21 08:53:54  PM,22.046,5.0,,,,
177,06/07/21 09:53:54  PM,22.046,5.0,,,,
178,06/07/21 10:53:54  PM,22.046,5.0,,,,
179,06/07/21 11:53:54  PM,22.046,5.0,,,,
180,06/08/21 12:53:54  AM,22.046,5.0,,,,
181,06/08/21 01:53:54  AM,22.142,5.0,,,,
182,06/08/21 02:53:54  AM,22.046,5.0,,,,
183,06/08/21 03:53:54  AM,22.046,5.0,,,,
184,06/08/21 04:53:54  AM,22.142,5.0,,,,
185,06/08/21 05:53:54  AM,22.142,5.0,,,,
186,06/08/21 06:53:54  AM,22.046,5.0,,,,
187,06/08/21 07:53:54  AM,22.142,5.0,,,,
188,06/08/21 08:53:54  AM,22.046,6.0,,,,
189,06/08/21 09:53:54  AM,22.046,5.0,,,,
190,06/08/21 10:53:54  AM,22.142,5.0,,,,
191,06/08/21 11:53:54  AM,22.046,6.0,,,,
192,06/08/21 12:53:54  PM,22.142,7.0,,,,
193,06/08/21 01:53:54  PM,22.046,6.0,,,,
194,06/08/21 02:53:54  PM,22.046,6.0,,,,
195,06/08/21 03:53:54  PM,22.046,6.0,,,,
196,06/08/21 04:53:54  PM,22.046,5.0,,,,
197,06/08/21 05:53:54  PM,21.951,5.0,,,,
198,06/08/21 06:53:54  PM,22.046,5.0,,,,
199,06/08/21 07:53:54  PM,22.046,5.0,,,,
200,06/08/21 08:53:54  PM,22.046,5.0,,,,
201,06/08/21 09:53:54  PM,22.142,5.0,,,,
202,06/08/21 10:53:54  PM,22.046,5.0,,,,
203,06/08/21 11:53:54  PM,22.046,6.0,,,,
204,06/09/21 12:53:54  AM,22.046,5.0,,,,
205,06/09/21 01:53:54  AM,22.142,5.0,,,,
206,06/09/21 02:53:54  AM,22.046,5.0,,,,
207,06/09/21 03:53:54  AM,22.046,5.0,,,,
208,06/09/21 04:53:54  AM,22.046,6.0,,,,
209,06/09/21 05:53:54  AM,22.046,6.0,,,,
210,06/09/21 06:53:54  AM,22.142,6.0,,,,
211,06/09/21 07:53:54  AM,21.951,7.0,,,,
212,06/09/21 08:53:54  AM,22.046,8.0,,,,
213,06/09/21 09:53:54  AM,21.855,24.0,,,,
214,06/09/21 10:53:54  AM,21.855,25.0,,,,
215,06/09/21 11:53:54  AM,21.760,23.0,,,,
216,06/09/21 12:53:54  PM,22.046,21.0,,,,
217,06/09/21 01:53:54  PM,22.046,22.0,,,,
218,06/09/21 02:53:54  PM,22.046,22.0,,,,
219,06/09/21 03:53:54  PM,22.238,22.0,,,,
220,06/09/21 04:53:54  PM,22.333,23.0,,,,
221,06/09/21 05:53:54  PM,22.238,22.0,,,,
222,06/09/21 06:53:54  PM,22.046,22.0,,,,
223,06/09/21 07:53:54  PM,22.046,21.0,,,,
224,06/09/21 08:53:54  PM,22.046,21.0,,,,
225,06/09/21 09:53:54  PM,21.951,21.0,,,,
226,06/09/21 10:53:54  PM,22.046,21.0,,,,
227,06/09/21 11:53:54  PM,22.046,21.0,,,,
228,06/10/21 12:53:54  AM,21.951,21.0,,,,
229,06/10/21 01:53:54  AM,22.046,20.0,,,,
230,06/10/21 02:53:54  AM,22.046,22.0,,,,
231,06/10/21 03:53:54  AM,22.046,20.0,,,,
232,06/10/21 04:53:54  AM,22.046,21.0,,,,
233,06/10/21 05:53:54  AM,22.046,20.0,,,,
234,06/10/21 06:53:54  AM,22.046,22.0,,,,
235,06/10/21 07:53:54  AM,22.046,24.0,,,,
236,06/10/21 08:53:54  AM,22.046,24.0,,,,
237,06/10/21 09:53:54  AM,22.046,26.0,,,,
238,06/10/21 10:53:54  AM,22.046,26.0,,,,
239,06/10/21 11:53:54  AM,22.046,26.0,,,,
240,06/10/21 12:53:54  PM,21.951,24.0,,,,
241,06/10/21 01:53:54  PM,22.046,24.0,,,,
242,06/10/21 02:53:54  PM,22.046,24.0,,,,
243,06/10/21 03:53:54  PM,22.046,23.0,,,,
244,06/10/21 04:53:54  PM,22.046,21.0,,,,
245,06/10/21 05:53:54  PM,22.046,21.0,,,,
246,06/10/21 06:53:54  PM,22.046,21.0,,,,
247,06/10/21 07:53:54  PM,22.046,21.0,,,,
248,06/10/21 08:53:54  PM,22.046,20.0,,,,
249,06/10/21 09:53:54  PM,22.046,20.0,,,,
250,06/10/21 10:53:54  PM,21.951,20.0,,,,
251,06/10/21 11:53:54  PM,21.951,21.0,,,,
252,06/11/21 12:53:54  AM,22.046,21.0,,,,
253,06/11/21 01:53:54  AM,22.046,20.0,,,,
254,06/11/21 02:53:54  AM,22.046,20.0,,,,
255,06/11/21 03:53:54  AM,21.951,21.0,,,,
256,06/11/21 04:53:54  AM,21.951,21.0,,,,
257,06/11/21 05:53:54  AM,22.046,20.0,,,,
258,06/11/21 06:53:54  AM,22.046,22.0,,,,
259,06/11/21 07:53:54  AM,22.046,23.0,,,,
260,06/11/21 08:53:54  AM,21.951,25.0,,,,
261,06/11/21 09:53:54  AM,22.046,25.0,,,,
262,06/11/21 10:53:54  AM,22.046,24.0,,,,
263,06/11/21 11:53:54  AM,22.046,26.0,,,,
264,06/11/21 12:53:54  PM,22.046,25.0,,,,
265,06/11/21 01:53:54  PM,21.951,25.0,,,,
266,06/11/21 02:53:54  PM,22.046,25.0,,,,
267,06/11/21 03:53:54  PM,21.951,23.0,,,,
268,06/11/21 04:53:54  PM,21.951,7.0,,,,
269,06/11/21 05:53:54  PM,21.855,6.0,,,,
270,06/11/21 06:53:54  PM,21.855,6.0,,,,
271,06/11/21 07:53:54  PM,21.855,6.0,,,,
272,06/11/21 08:53:54  PM,21.855,6.0,,,,
273,06/11/21 09:53:54  PM,21.855,6.0,,,,
274,06/11/21 10:53:54  PM,21.855,5.0,,,,
275,06/11/21 11:53:54  PM,21.855,6.0,,,,
276,06/12/21 12:53:54  AM,21.855,6.0,,,,
277,06/12/21 01:53:54  AM,21.855,6.0,,,,
278,06/12/21 02:53:54  AM,21.855,6.0,,,,
279,06/12/21 03:53:54  AM,21.855,6.0,,,,
280,06/12/21 04:53:54  AM,21.855,6.0,,,,
281,06/12/21 05:53:54  AM,21.855,6.0,,,,
282,06/12/21 06:53:54  AM,21.855,6.0,,,,
283,06/12/21 07:53:54  AM,21.855,8.0,,,,
284,06/12/21 08:53:54  AM,21.855,8.0,,,,
285,06/12/21 09:53:54  AM,21.951,7.0,,,,
286,06/12/21 10:53:54  AM,21.855,9.0,,,,
287,06/12/21 11:53:54  AM,21.855,9.0,,,,
288,06/12/21 12:53:54  PM,21.855,8.0,,,,
289,06/12/21 01:53:54  PM,21.855,7.0,,,,
290,06/12/21 02:53:54  PM,21.951,7.0,,,,
291,06/12/21 03:53:54  PM,21.951,7.0,,,,
292,06/12/21 04:53:54  PM,21.855,6.0,,,,
293,06/12/21 05:53:54  PM,21.951,6.0,,,,
294,06/12/21 06:53:54  PM,21.951,6.0,,,,
295,06/12/21 07:53:54  PM,21.951,6.0,,,,
296,06/12/21 08:53:54  PM,21.951,6.0,,,,
297,06/12/21 09:53:54  PM,21.951,6.0,,,,
298,06/12/21 10:53:54  PM,21.951,6.0,,,,
299,06/12/21 11:53:54  PM,21.951,6.0,,,,
300,06/13/21 12:53:54  AM,21.951,5.0,,,,
301,06/13/21 01:53:54  AM,21.951,6.0,,,,
302,06/13/21 02:53:54  AM,22.046,6.0,,,,
303,06/13/21 03:53:54  AM,22.046,6.0,,,,
304,06/13/21 04:53:54  AM,21.951,6.0,,,,
305,06/13/21 05:53:54  AM,22.046,6.0,,,,
306,06/13/21 06:53:54  AM,22.046,7.0,,,,
307,06/13/21 07:53:54  AM,22.046,7.0,,,,
308,06/13/21 08:53:54  AM,22.046,8.0,,,,
309,06/13/21 09:53:54  AM,22.046,8.0,,,,
310,06/13/21 10:53:54  AM,21.951,9.0,,,,
311,06/13/21 11:53:54  AM,21.951,9.0,,,,
312,06/13/21 12:53:54  PM,21.951,7.0,,,,
313,06/13/21 01:53:54  PM,22.046,8.0,,,,
314,06/13/21 02:53:54  PM,21.951,6.0,,,,
315,06/13/21 03:53:54  PM,21.951,6.0,,,,
316,06/13/21 04:53:54  PM,22.046,7.0,,,,
317,06/13/21 05:53:54  PM,22.046,6.0,,,,
318,06/13/21 06:53:54  PM,22.046,6.0,,,,
319,06/13/21 07:53:54  PM,22.046,6.0,,,,
320,06/13/21 08:53:54  PM,22.046,6.0,,,,
321,06/13/21 09:53:54  PM,22.046,6.0,,,,
322,06/13/21 10:53:54  PM,22.046,6.0,,,,
323,06/13/21 11:53:54  PM,22.046,6.0,,,,
324,06/14/21 12:53:54  AM,22.046,6.0,,,,
325,06/14/21 01:53:54  AM,22.046,6.0,,,,
326,06/14/21 02:53:54  AM,22.046,5.0,,,,
327,06/14/21 03:53:54  AM,22.046,6.0,,,,
328,06/14/21 04:53:54  AM,22.046,6.0,,,,
329,06/14/21 05:53:54  AM,22.046,6.0,,,,
330,06/14/21 06:53:54  AM,22.046,6.0,,,,
331,06/14/21 07:53:54  AM,22.142,6.0,,,,
332,06/14/21 08:53:54  AM,22.046,6.0,,,,
333,06/14/21 09:53:54  AM,22.046,7.0,,,,
334,06/14/21 10:53:54  AM,22.046,6.0,,,,
335,06/14/21 11:53:54  AM,22.142,8.0,,,,
336,06/14/21 12:53:54  PM,22.046,7.0,,,,
337,06/14/21 01:53:54  PM,21.855,9.0,,,,
338,06/14/21 02:53:54  PM,21.664,7.0,,,,
339,06/14/21 03:53:54  PM,21.282,6.0,,,,
340,06/14/21 04:53:54  PM,20.996,7.0,,,,
341,06/14/21 05:53:54  PM,20.615,6.0,,,,
342,06/14/21 06:53:54  PM,20.329,6.0,,,,
343,06/14/21 07:53:54  PM,20.234,6.0,,,,
344,06/14/21 08:53:54  PM,21.855,6.0,,,,
345,06/14/21 09:53:54  PM,22.046,6.0,,,,
346,06/14/21 10:53:54  PM,22.046,6.0,,,,
347,06/14/21 11:53:54  PM,22.046,6.0,,,,
348,06/15/21 12:53:54  AM,22.046,6.0,,,,
349,06/15/21 01:53:54  AM,21.951,6.0,,,,
350,06/15/21 02:53:54  AM,22.046,6.0,,,,
351,06/15/21 03:53:54  AM,22.046,5.0,,,,
352,06/15/21 04:53:54  AM,21.951,6.0,,,,
353,06/15/21 05:53:54  AM,21.951,6.0,,,,
354,06/15/21 06:53:54  AM,22.046,6.0,,,,
355,06/15/21 07:53:54  AM,22.046,7.0,,,,
356,06/15/21 08:53:54  AM,21.951,8.0,,,,
357,06/15/21 09:53:54  AM,22.046,8.0,,,,
358,06/15/21 10:53:54  AM,21.951,9.0,,,,
359,06/15/21 11:53:54  AM,22.046,9.0,,,,
360,06/15/21 12:53:54  PM,21.951,8.0,,,,
361,06/15/21 01:53:54  PM,22.046,7.0,,,,
362,06/15/21 02:53:54  PM,22.046,7.0,,,,
363,06/15/21 03:53:54  PM,21.091,7.0,,,,
364,06/15/21 04:53:54  PM,20.519,7.0,,,,
365,06/15/21 05:53:54  PM,20.234,6.0,,,,
366,06/15/21 06:53:54  PM,19.948,6.0,,,,
367,06/15/21 07:53:54  PM,19.758,6.0,,,,
368,06/15/21 08:53:54  PM,19.567,6.0,,,,
369,06/15/21 09:53:54  PM,21.378,5.0,,,,
370,06/15/21 10:53:54  PM,21.569,5.0,,,,
371,06/15/21 11:53:54  PM,21.664,5.0,,,,
372,06/16/21 12:53:54  AM,21.760,6.0,,,,
373,06/16/21 01:53:54  AM,21.855,6.0,,,,
374,06/16/21 02:53:54  AM,21.855,6.0,,,,
375,06/16/21 03:53:54  AM,21.855,6.0,,,,
376,06/16/21 04:53:54  AM,21.951,6.0,,,,
377,06/16/21 05:53:54  AM,21.951,6.0,,,,
378,06/16/21 06:53:54  AM,21.951,6.0,,,,
379,06/16/21 07:53:54  AM,21.951,7.0,,,,
380,06/16/21 08:53:54  AM,21.951,8.0,,,,
381,06/16/21 09:53:54  AM,21.951,8.0,,,,
382,06/16/21 10:53:54  AM,21.951,9.0,,,,
383,06/16/21 11:53:54  AM,21.951,9.0,,,,
384,06/16/21 12:53:54  PM,21.951,8.0,,,,
385,06/16/21 01:53:54  PM,21.951,7.0,,,,
386,06/16/21 02:53:54  PM,21.760,8.0,,,,
387,06/16/21 03:53:54  PM,20.901,7.0,,,,
388,06/16/21 04:53:54  PM,20.329,7.0,,,,
389,06/16/21 05:53:54  PM,20.043,6.0,,,,
390,06/16/21 06:53:54  PM,19.853,6.0,,,,
391,06/16/21 07:53:54  PM,19.662,6.0,,,,
392,06/16/21 08:53:54  PM,19.662,6.0,,,,
393,06/16/21 09:53:54  PM,21.378,5.0,,,,
394,06/16/21 10:53:54  PM,21.473,6.0,,,,
395,06/16/21 11:53:54  PM,21.664,6.0,,,,
396,06/17/21 12:53:54  AM,21.760,6.0,,,,
397,06/17/21 01:53:54  AM,21.760,5.0,,,,
398,06/17/21 02:53:54  AM,21.855,6.0,,,,
399,06/17/21 03:53:54  AM,21.855,6.0,,,,
400,06/17/21 04:53:54  AM,21.855,6.0,,,,
401,06/17/21 05:53:54  AM,21.855,6.0,,,,
402,06/17/21 06:53:54  AM,21.855,7.0,,,,
403,06/17/21 07:53:54  AM,21.951,8.0,,,,
404,06/17/21 08:53:54  AM,21.951,8.0,,,,
405,06/17/21 09:53:54  AM,21.855,8.0,,,,
406,06/17/21 10:53:54  AM,20.901,8.0,,,,
407,06/17/21 11:53:54  AM,20.615,8.0,,,,
408,06/17/21 12:53:54  PM,20.329,8.0,,,,
409,06/17/21 01:53:54  PM,20.138,7.0,,,,
410,06/17/21 02:53:54  PM,19.948,7.0,,,,
411,06/17/21 03:53:54  PM,19.853,7.0,,,,
412,06/17/21 04:53:54  PM,19.662,6.0,,,,
413,06/17/21 05:53:54  PM,19.567,6.0,,,,
414,06/17/21 06:53:54  PM,19.472,6.0,,,,
415,06/17/21 07:53:54  PM,19.377,6.0,,,,
416,06/17/21 08:53:54  PM,19.282,6.0,,,,
417,06/17/21 09:53:54  PM,19.187,6.0,,,,
418,06/17/21 10:53:54  PM,19.092,6.0,,,,
419,06/17/21 11:53:54  PM,18.996,6.0,,,,
420,06/18/21 12:53:54  AM,19.472,6.0,,,,
421,06/18/21 01:53:54  AM,20.996,5.0,,,,
422,06/18/21 02:53:54  AM,21.282,6.0,,,,
423,06/18/21 03:53:54  AM,21.473,5.0,,,,
424,06/18/21 04:53:54  AM,21.569,6.0,,,,
425,06/18/21 05:53:54  AM,21.664,6.0,,,,
426,06/18/21 06:53:54  AM,21.760,6.0,,,,
427,06/18/21 07:53:54  AM,21.855,6.0,,,,
428,06/18/21 08:53:54  AM,21.855,6.0,,,,
429,06/18/21 09:53:54  AM,21.855,13.0,,,,
430,06/18/21 10:53:54  AM,21.855,13.0,,,,
431,06/18/21 11:53:54  AM,21.855,6.0,,,,
432,06/18/21 12:53:54  PM,21.855,6.0,,,,
433,06/18/21 01:53:54  PM,21.855,8.0,,,,
434,06/18/21 02:53:54  PM,21.091,7.0,,,,
435,06/18/21 03:53:54  PM,20.710,7.0,,,,
436,06/18/21 04:53:54  PM,20.519,7.0,,,,
437,06/18/21 05:53:54  PM,20.424,6.0,,,,
438,06/18/21 06:53:54  PM,20.329,6.0,,,,
439,06/18/21 07:53:54  PM,20.043,6.0,,,,
440,06/18/21 08:53:54  PM,19.948,5.0,,,,
441,06/18/21 09:53:54  PM,19.948,6.0,,,,
442,06/18/21 10:53:54  PM,19.853,6.0,,,,
443,06/18/21 11:53:54  PM,19.662,6.0,,,,
444,06/19/21 12:53:54  AM,19.662,6.0,,,,
445,06/19/21 01:53:54  AM,19.567,6.0,,,,
446,06/19/21 02:53:54  AM,19.472,6.0,,,,
447,06/19/21 03:53:54  AM,20.901,6.0,,,,
448,06/19/21 04:53:54  AM,21.473,5.0,,,,
449,06/19/21 05:53:54  AM,21.760,6.0,,,,
450,06/19/21 06:53:54  AM,21.855,7.0,,,,
451,06/19/21 07:53:54  AM,21.855,7.0,,,,
452,06/19/21 08:53:54  AM,21.091,8.0,,,,
453,06/19/21 09:53:54  AM,20.710,8.0,,,,
454,06/19/21 10:53:54  AM,20.424,9.0,,,,
455,06/19/21 11:53:54  AM,20.329,9.0,,,,
456,06/19/21 12:53:54  PM,20.234,8.0,,,,
457,06/19/21 01:53:54  PM,20.138,8.0,,,,
458,06/19/21 02:53:54  PM,20.043,8.0,,,,
459,06/19/21 03:53:54  PM,19.853,6.0,,,,
460,06/19/21 04:53:54  PM,19.853,6.0,,,,
461,06/19/21 05:53:54  PM,19.662,6.0,,,,
462,06/19/21 06:53:54  PM,19.567,6.0,,,,
463,06/19/21 07:53:54  PM,19.567,6.0,,,,
464,06/19/21 08:53:54  PM,19.472,6.0,,,,
465,06/19/21 09:53:54  PM,19.377,6.0,,,,
466,06/19/21 10:53:54  PM,19.282,6.0,,,,
467,06/19/21 11:53:54  PM,19.092,6.0,,,,
468,06/20/21 12:53:54  AM,21.187,6.0,,,,
469,06/20/21 01:53:54  AM,21.378,6.0,,,,
470,06/20/21 02:53:54  AM,21.473,6.0,,,,
