"","researcher","hourdate_HOBO","hour_ELITECH","intensity","humidity","pendant_id","lat","long","region","site_code","sensor_pendant","rep","temp.Larrea tridentata","temp.square","temp.triangle","temp.open","temp.NA"
"46","ng","04/27/23 11:00:00  AM","",4864,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,39.502,45.201,39.276,37.055,NA
"47","ng","04/27/23 12:00:00  PM","",2560,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,35.649,49.768,39.276,41.108,NA
"48","ng","04/27/23 01:00:00  PM","",3200,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,37.384,53.166,41.341,43.118,NA
"49","ng","04/27/23 02:00:00  PM","",2432,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,38.49,56.838,42.046,43.844,NA
"50","ng","04/27/23 03:00:00  PM","",1728,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,36.946,55.425,42.758,57.97,NA
"51","ng","04/27/23 04:00:00  PM","",4352,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,37.384,52.149,42.758,55.425,NA
"52","ng","04/27/23 05:00:00  PM","",992,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,36.511,49.905,41.692,53.609,NA
"53","ng","04/27/23 06:00:00  PM","",672,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,34.903,43.238,38.602,47.109,NA
"54","ng","04/27/23 07:00:00  PM","",432,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,33.326,34.903,34.058,38.379,NA
"55","ng","04/27/23 08:00:00  PM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,25.902,25.125,26.39,25.902,NA
"56","ng","04/27/23 09:00:00  PM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,23.581,22.333,23.388,23.196,NA
"57","ng","04/27/23 10:00:00  PM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,22.046,22.046,21.951,22.525,NA
"58","ng","04/27/23 11:00:00  PM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,20.805,20.519,20.71,21.091,NA
"59","ng","04/28/23 12:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,20.519,19.377,20.329,19.758,NA
"60","ng","04/28/23 01:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,16.427,15.187,16.427,15.855,NA
"61","ng","04/28/23 02:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,18.426,17.189,18.14,17.665,NA
"62","ng","04/28/23 03:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,15.569,15.76,15.473,16.237,NA
"63","ng","04/28/23 04:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,16.618,15.473,16.523,15.76,NA
"64","ng","04/28/23 05:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,15.378,14.517,15.187,14.804,NA
"65","ng","04/28/23 06:00:00  AM","",47,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,14.134,14.709,14.038,15.187,NA
"66","ng","04/28/23 07:00:00  AM","",2944,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,25.513,19.282,21.951,20.615,NA
"67","ng","04/28/23 08:00:00  AM","",7168,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,33.639,26.488,29.652,26.781,NA
"68","ng","04/28/23 09:00:00  AM","",11776,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,43.238,33.848,35.222,31.064,NA
"69","ng","04/28/23 10:00:00  AM","",13824,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,39.276,40.645,38.938,34.796,NA
"70","ng","04/28/23 11:00:00  AM","",6144,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,41.928,47.499,40.876,38.714,NA
"71","ng","04/28/23 12:00:00  PM","",2432,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,40.3,51.295,40.876,43.118,NA
"72","ng","04/28/23 01:00:00  PM","",2688,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,39.957,54.811,42.52,44.457,NA
"73","ng","04/28/23 02:00:00  PM","",5632,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,41.575,54.206,43.601,43.844,NA
"74","ng","04/28/23 03:00:00  PM","",1536,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,37.055,55.735,44.334,56.204,NA
"75","ng","04/28/23 04:00:00  PM","",9728,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,39.843,54.206,43.966,57.643,NA
"76","ng","04/28/23 05:00:00  PM","",896,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,36.079,50.734,40.761,56.998,NA
"77","ng","04/28/23 06:00:00  PM","",672,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,35.115,45.076,39.163,49.225,NA
"78","ng","04/28/23 07:00:00  PM","",384,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,32.394,35.756,35.435,40.185,NA
"79","ng","04/28/23 08:00:00  PM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,26.585,26.977,26.879,27.468,NA
"80","ng","04/28/23 09:00:00  PM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,25.416,25.416,25.513,26.097,NA
"81","ng","04/28/23 10:00:00  PM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,23.196,23.1,22.812,23.484,NA
"82","ng","04/28/23 11:00:00  PM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,19.662,19.282,19.472,20.138,NA
"83","ng","04/29/23 12:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,19.377,19.567,19.377,20.138,NA
"84","ng","04/29/23 01:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,21.473,19.758,21.187,20.043,NA
"85","ng","04/29/23 02:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,18.426,17.189,18.331,17.665,NA
"86","ng","04/29/23 03:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,16.427,16.427,16.237,16.427,NA
"87","ng","04/29/23 04:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,15.473,14.23,15.473,14.996,NA
"88","ng","04/29/23 05:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,14.613,13.75,14.517,14.517,NA
"89","ng","04/29/23 06:00:00  AM","",93,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,13.942,13.461,13.846,13.942,NA
"90","ng","04/29/23 07:00:00  AM","",2944,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,25.61,18.331,22.046,19.948,NA
"91","ng","04/29/23 08:00:00  AM","",6912,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,33.639,24.255,28.06,24.255,NA
"92","ng","04/29/23 09:00:00  AM","",11776,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,38.714,31.37,33.326,28.456,NA
"93","ng","04/29/23 10:00:00  AM","",13824,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,38.826,41.225,37.165,34.163,NA
"94","ng","04/29/23 11:00:00  AM","",3968,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,40.415,48.554,42.164,39.843,NA
"95","ng","04/29/23 12:00:00  PM","",2432,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,39.276,52.582,42.758,43.723,NA
"96","ng","04/29/23 01:00:00  PM","",3840,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,43.359,55.58,43.966,45.703,NA
"97","ng","04/29/23 02:00:00  PM","",2560,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,44.58,55.735,44.58,45.703,NA
"98","ng","04/29/23 03:00:00  PM","",1664,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,39.729,57.158,44.952,58.464,NA
"99","ng","04/29/23 04:00:00  PM","",6656,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,41.458,54.811,44.58,57.806,NA
"100","ng","04/29/23 05:00:00  PM","",960,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,38.379,51.72,43.238,55.271,NA
"101","ng","04/29/23 06:00:00  PM","",704,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,36.295,47.109,40.645,53.757,NA
"102","ng","04/29/23 07:00:00  PM","",336,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,35.328,36.403,35.971,39.615,NA
"103","ng","04/29/23 08:00:00  PM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,28.357,28.853,28.456,29.452,NA
"104","ng","04/29/23 09:00:00  PM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,25.805,28.258,25.416,29.152,NA
"105","ng","04/29/23 10:00:00  PM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,25.513,27.272,25.222,28.159,NA
"106","ng","04/29/23 11:00:00  PM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,25.902,26,26.292,26.39,NA
"107","ng","04/30/23 12:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,25.125,24.738,25.125,25.222,NA
"108","ng","04/30/23 01:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,24.835,24.545,24.641,25.222,NA
"109","ng","04/30/23 02:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,21.76,20.901,21.569,21.378,NA
"110","ng","04/30/23 03:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,17.95,19.567,17.95,20.519,NA
"111","ng","04/30/23 04:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,18.996,17.475,18.711,18.045,NA
"112","ng","04/30/23 05:00:00  AM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,17.95,16.999,17.76,17.189,NA
"113","ng","04/30/23 06:00:00  AM","",99,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,17.855,16.713,17.57,16.999,NA
"114","ng","04/30/23 07:00:00  AM","",3072,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,25.902,20.805,23.1,21.76,NA
"115","ng","04/30/23 08:00:00  AM","",6912,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,36.403,28.258,31.268,27.961,NA
"116","ng","04/30/23 09:00:00  AM","",11264,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,44.211,35.115,37.055,31.983,NA
"117","ng","04/30/23 10:00:00  AM","",12800,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,40.3,42.282,38.268,35.222,NA
"118","ng","04/30/23 11:00:00  AM","",11776,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,43.601,47.109,40.876,41.341,NA
"119","ng","04/30/23 12:00:00  PM","",2688,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,39.957,44.089,39.05,40.645,NA
"120","ng","04/30/23 01:00:00  PM","",12288,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,44.334,49.36,41.225,44.58,NA
"121","ng","04/30/23 02:00:00  PM","",17408,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,43.966,53.906,43.359,46.337,NA
"122","ng","04/30/23 03:00:00  PM","",1728,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,39.957,53.166,43.601,55.117,NA
"123","ng","04/30/23 04:00:00  PM","",5632,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,40.071,53.019,42.282,56.838,NA
"124","ng","04/30/23 05:00:00  PM","",992,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,38.046,49.496,41.928,53.313,NA
"125","ng","04/30/23 06:00:00  PM","",608,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,36.511,43.723,39.389,47.238,NA
"126","ng","04/30/23 07:00:00  PM","",144,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,33.222,33.222,33.43,33.953,NA
"127","ng","04/30/23 08:00:00  PM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,30.054,28.953,30.154,29.352,NA
"128","ng","04/30/23 09:00:00  PM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,28.357,27.075,28.456,27.567,NA
"129","ng","04/30/23 10:00:00  PM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,26.781,25.319,26.781,25.805,NA
"130","ng","04/30/23 11:00:00  PM","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,25.61,24.255,25.61,24.545,NA
"131","ng","2005-01-23 0:00","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,24.158,22.621,24.351,23.1,NA
"132","ng","2005-01-23 1:00","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,22.908,22.429,22.908,22.812,NA
"133","ng","2005-01-23 2:00","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,21.855,20.71,21.855,20.996,NA
"134","ng","2005-01-23 3:00","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,20.329,20.043,20.138,20.424,NA
"135","ng","2005-01-23 4:00","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,20.043,18.901,20.234,19.187,NA
"136","ng","2005-01-23 5:00","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,20.901,19.758,20.901,19.948,NA
"137","ng","2005-01-23 6:00","",86,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,19.853,19.472,19.853,19.853,NA
"138","ng","2005-01-23 7:00","",2816,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,26.488,22.429,23.581,22.717,NA
"139","ng","2005-01-23 8:00","",6912,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,31.88,26,27.468,25.902,NA
"140","ng","2005-01-23 9:00","",10752,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,33.953,29.053,29.152,27.764,NA
"141","ng","2005-01-23 10:00","",3200,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,31.778,32.911,30.356,31.166,NA
"142","ng","2005-01-23 11:00","",2688,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,32.704,38.379,33.118,35.222,NA
"143","ng","2005-01-23 12:00","",3328,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,33.953,41.575,33.848,37.494,NA
"144","ng","2005-01-23 13:00","",7168,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,34.796,38.938,32.911,36.62,NA
"145","ng","2005-01-23 14:00","",3456,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,33.535,41.575,34.268,39.957,NA
"146","ng","2005-01-23 15:00","",2816,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,33.743,41.458,35.222,42.52,NA
"147","ng","2005-01-23 16:00","",1856,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,33.118,38.826,34.058,40.761,NA
"148","ng","2005-01-23 17:00","",1024,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,30.558,40.415,33.639,42.639,NA
"149","ng","2005-01-23 18:00","",672,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,26.879,32.6,29.752,35.115,NA
"150","ng","2005-01-23 19:00","",288,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,23.773,24.545,24.738,25.805,NA
"151","ng","2005-01-23 20:00","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,20.805,19.758,20.615,19.948,NA
"152","ng","2005-01-23 21:00","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,18.996,17.855,18.806,18.045,NA
"153","ng","2005-01-23 22:00","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,17.57,16.332,17.379,16.713,NA
"154","ng","2005-01-23 23:00","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,16.618,15.473,16.523,15.664,NA
"155","ng","2005-02-23 0:00","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,16.141,14.613,16.046,14.9,NA
"156","ng","2005-02-23 1:00","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,15.091,14.038,14.996,14.23,NA
"157","ng","2005-02-23 2:00","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,13.846,12.497,13.654,12.787,NA
"158","ng","2005-02-23 3:00","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,13.654,12.304,13.461,12.594,NA
"159","ng","2005-02-23 4:00","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,12.401,10.748,12.304,11.041,NA
"160","ng","2005-02-23 5:00","",0,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,11.236,9.669,11.139,9.965,NA
"161","ng","2005-02-23 6:00","",121,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,11.916,9.866,11.916,10.161,NA
"162","ng","2005-02-23 7:00","",2944,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,19.187,14.134,15.855,14.038,NA
"163","ng","2005-02-23 8:00","",6656,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,23.484,17.379,18.331,17.475,NA
"164","ng","2005-02-23 9:00","",11264,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,29.152,21.378,21.664,19.853,NA
"165","ng","2005-02-23 10:00","",11264,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,27.764,27.665,24.255,24.448,NA
"166","ng","2005-02-23 11:00","",3584,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,26.585,29.452,24.835,27.075,NA
"167","ng","2005-02-23 12:00","",4096,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,27.764,35.756,27.665,33.848,NA
"168","ng","2005-02-23 13:00","",14336,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,34.374,41.575,30.154,40.071,NA
"169","ng","2005-02-23 14:00","",11776,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,30.963,42.758,32.188,36.728,NA
"170","ng","2005-02-23 15:00","",2688,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,27.173,34.268,28.655,35.009,NA
"171","ng","2005-02-23 16:00","",1664,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,27.173,32.911,28.258,34.058,NA
"172","ng","2005-02-23 17:00","",1536,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,26.292,32.911,28.06,35.009,NA
"173","ng","2005-02-23 18:00","",352,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,24.351,24.931,24.835,25.805,NA
