"","researcher","hourdate_HOBO","hour_ELITECH","temp","humidity","pendant_id","lat","long","region","site_code","sensor_pendant","rep","intensity.Larrea tridentata","intensity.square","intensity.triangle","intensity.open","intensity.NA"
"48","ng","04/27/23 01:00:00  PM","",37.384,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,3200,3968,2304,4608,NA
"49","ng","04/27/23 02:00:00  PM","",38.49,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,2432,4096,1920,4352,NA
"50","ng","04/27/23 03:00:00  PM","",36.946,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,1728,3712,1920,6912,NA
"51","ng","04/27/23 04:00:00  PM","",37.384,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,4352,3328,1536,7168,NA
"52","ng","04/27/23 05:00:00  PM","",36.511,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,992,2688,1536,6144,NA
"53","ng","04/27/23 06:00:00  PM","",34.903,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,672,1472,1088,3840,NA
"54","ng","04/27/23 07:00:00  PM","",33.326,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,432,576,608,1536,NA
"55","ng","04/27/23 08:00:00  PM","",25.902,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"56","ng","04/27/23 09:00:00  PM","",23.581,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"57","ng","04/27/23 10:00:00  PM","",22.046,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"58","ng","04/27/23 11:00:00  PM","",20.805,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"59","ng","04/28/23 12:00:00  AM","",20.519,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"60","ng","04/28/23 01:00:00  AM","",16.427,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"61","ng","04/28/23 02:00:00  AM","",18.426,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"62","ng","04/28/23 03:00:00  AM","",15.569,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"63","ng","04/28/23 04:00:00  AM","",16.618,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"64","ng","04/28/23 05:00:00  AM","",15.378,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"65","ng","04/28/23 06:00:00  AM","",14.134,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,47,25,42,69,NA
"66","ng","04/28/23 07:00:00  AM","",25.513,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,2944,896,1280,4608,NA
"67","ng","04/28/23 08:00:00  AM","",33.639,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,7168,1088,2688,3328,NA
"68","ng","04/28/23 09:00:00  AM","",43.238,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,11776,2048,3456,2432,NA
"69","ng","04/28/23 10:00:00  AM","",39.276,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,13824,2816,3200,3072,NA
"70","ng","04/28/23 11:00:00  AM","",41.928,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,6144,3456,3200,3968,NA
"71","ng","04/28/23 12:00:00  PM","",40.3,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,2432,3840,2304,4608,NA
"72","ng","04/28/23 01:00:00  PM","",39.957,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,2688,3968,2432,4608,NA
"73","ng","04/28/23 02:00:00  PM","",41.575,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,5632,3968,1728,4608,NA
"74","ng","04/28/23 03:00:00  PM","",37.055,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,1536,3712,1600,7168,NA
"75","ng","04/28/23 04:00:00  PM","",39.843,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,9728,3328,1472,7168,NA
"76","ng","04/28/23 05:00:00  PM","",36.079,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,896,2560,1344,5888,NA
"77","ng","04/28/23 06:00:00  PM","",35.115,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,672,1536,1088,3968,NA
"78","ng","04/28/23 07:00:00  PM","",32.394,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,384,480,576,1344,NA
"79","ng","04/28/23 08:00:00  PM","",26.585,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"80","ng","04/28/23 09:00:00  PM","",25.416,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"81","ng","04/28/23 10:00:00  PM","",23.196,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"82","ng","04/28/23 11:00:00  PM","",19.662,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"83","ng","04/29/23 12:00:00  AM","",19.377,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"84","ng","04/29/23 01:00:00  AM","",21.473,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"85","ng","04/29/23 02:00:00  AM","",18.426,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"86","ng","04/29/23 03:00:00  AM","",16.427,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"87","ng","04/29/23 04:00:00  AM","",15.473,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"88","ng","04/29/23 05:00:00  AM","",14.613,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"89","ng","04/29/23 06:00:00  AM","",13.942,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,93,49,85,128,NA
"90","ng","04/29/23 07:00:00  AM","",25.61,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,2944,960,1600,2048,NA
"91","ng","04/29/23 08:00:00  AM","",33.639,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,6912,1088,2944,3328,NA
"92","ng","04/29/23 09:00:00  AM","",38.714,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,11776,2048,3840,2432,NA
"93","ng","04/29/23 10:00:00  AM","",38.826,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,13824,2944,3456,2816,NA
"94","ng","04/29/23 11:00:00  AM","",40.415,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,3968,3456,3840,3968,NA
"95","ng","04/29/23 12:00:00  PM","",39.276,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,2432,3840,2560,4864,NA
"96","ng","04/29/23 01:00:00  PM","",43.359,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,3840,3968,2304,4608,NA
"97","ng","04/29/23 02:00:00  PM","",44.58,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,2560,3968,2048,4608,NA
"98","ng","04/29/23 03:00:00  PM","",39.729,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,1664,3840,1600,7168,NA
"99","ng","04/29/23 04:00:00  PM","",41.458,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,6656,3328,1472,7168,NA
"100","ng","04/29/23 05:00:00  PM","",38.379,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,960,2560,1344,5888,NA
"101","ng","04/29/23 06:00:00  PM","",36.295,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,704,1600,1152,4096,NA
"102","ng","04/29/23 07:00:00  PM","",35.328,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,336,448,480,1152,NA
"103","ng","04/29/23 08:00:00  PM","",28.357,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"104","ng","04/29/23 09:00:00  PM","",25.805,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"105","ng","04/29/23 10:00:00  PM","",25.513,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"106","ng","04/29/23 11:00:00  PM","",25.902,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"107","ng","04/30/23 12:00:00  AM","",25.125,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"108","ng","04/30/23 01:00:00  AM","",24.835,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"109","ng","04/30/23 02:00:00  AM","",21.76,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"110","ng","04/30/23 03:00:00  AM","",17.95,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"111","ng","04/30/23 04:00:00  AM","",18.996,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"112","ng","04/30/23 05:00:00  AM","",17.95,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"113","ng","04/30/23 06:00:00  AM","",17.855,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,99,53,90,144,NA
"114","ng","04/30/23 07:00:00  AM","",25.902,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,3072,960,1664,2176,NA
"115","ng","04/30/23 08:00:00  AM","",36.403,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,6912,1088,2944,3072,NA
"116","ng","04/30/23 09:00:00  AM","",44.211,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,11264,2048,3968,2432,NA
"117","ng","04/30/23 10:00:00  AM","",40.3,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,12800,2816,3328,2944,NA
"118","ng","04/30/23 11:00:00  AM","",43.601,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,11776,3456,3200,4608,NA
"119","ng","04/30/23 12:00:00  PM","",39.957,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,2688,2816,1472,3840,NA
"120","ng","04/30/23 01:00:00  PM","",44.334,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,12288,1664,2048,2944,NA
"121","ng","04/30/23 02:00:00  PM","",43.966,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,17408,3968,2560,5888,NA
"122","ng","04/30/23 03:00:00  PM","",39.957,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,1728,3584,1600,7424,NA
"123","ng","04/30/23 04:00:00  PM","",40.071,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,5632,3200,1472,6912,NA
"124","ng","04/30/23 05:00:00  PM","",38.046,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,992,2432,1344,5632,NA
"125","ng","04/30/23 06:00:00  PM","",36.511,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,608,1536,1024,3712,NA
"126","ng","04/30/23 07:00:00  PM","",33.222,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,144,152,160,368,NA
"127","ng","04/30/23 08:00:00  PM","",30.054,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"128","ng","04/30/23 09:00:00  PM","",28.357,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"129","ng","04/30/23 10:00:00  PM","",26.781,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"130","ng","04/30/23 11:00:00  PM","",25.61,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"131","ng","2005-01-23 0:00","",24.158,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"132","ng","2005-01-23 1:00","",22.908,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"133","ng","2005-01-23 2:00","",21.855,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"134","ng","2005-01-23 3:00","",20.329,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"135","ng","2005-01-23 4:00","",20.043,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"136","ng","2005-01-23 5:00","",20.901,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"137","ng","2005-01-23 6:00","",19.853,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,86,43,77,119,NA
"138","ng","2005-01-23 7:00","",26.488,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,2816,960,1920,2816,NA
"139","ng","2005-01-23 8:00","",31.88,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,6912,1216,3456,3200,NA
"140","ng","2005-01-23 9:00","",33.953,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,10752,1920,3840,2432,NA
"141","ng","2005-01-23 10:00","",31.778,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,3200,2816,3840,4608,NA
"142","ng","2005-01-23 11:00","",32.704,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,2688,3456,2816,6400,NA
"143","ng","2005-01-23 12:00","",33.953,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,3328,3200,2304,4864,NA
"144","ng","2005-01-23 13:00","",34.796,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,7168,2432,1472,3584,NA
"145","ng","2005-01-23 14:00","",33.535,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,3456,3712,1920,6144,NA
"146","ng","2005-01-23 15:00","",33.743,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,2816,3328,1984,6144,NA
"147","ng","2005-01-23 16:00","",33.118,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,1856,1856,1280,4352,NA
"148","ng","2005-01-23 17:00","",30.558,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,1024,2560,1792,5888,NA
"149","ng","2005-01-23 18:00","",26.879,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,672,1472,1280,3584,NA
"150","ng","2005-01-23 19:00","",23.773,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,288,400,480,960,NA
"151","ng","2005-01-23 20:00","",20.805,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"152","ng","2005-01-23 21:00","",18.996,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"153","ng","2005-01-23 22:00","",17.57,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"154","ng","2005-01-23 23:00","",16.618,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"155","ng","2005-02-23 0:00","",16.141,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"156","ng","2005-02-23 1:00","",15.091,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"157","ng","2005-02-23 2:00","",13.846,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"158","ng","2005-02-23 3:00","",13.654,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"159","ng","2005-02-23 4:00","",12.401,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"160","ng","2005-02-23 5:00","",11.236,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"161","ng","2005-02-23 6:00","",11.916,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,121,66,79,168,NA
"162","ng","2005-02-23 7:00","",19.187,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,2944,1024,1664,2048,NA
"163","ng","2005-02-23 8:00","",23.484,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,6656,1088,3072,3072,NA
"164","ng","2005-02-23 9:00","",29.152,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,11264,1984,3712,2048,NA
"165","ng","2005-02-23 10:00","",27.764,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,11264,2944,3712,4608,NA
"166","ng","2005-02-23 11:00","",26.585,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,3584,1984,1792,3712,NA
"167","ng","2005-02-23 12:00","",27.764,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,4096,4352,3712,8704,NA
"168","ng","2005-02-23 13:00","",34.374,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,14336,3968,2688,8192,NA
"169","ng","2005-02-23 14:00","",30.963,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,11776,4352,3072,7936,NA
"170","ng","2005-02-23 15:00","",27.173,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,2688,2432,1984,5120,NA
"171","ng","2005-02-23 16:00","",27.173,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,1664,1792,1152,3968,NA
"172","ng","2005-02-23 17:00","",26.292,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,1536,2304,1536,5376,NA
"173","ng","2005-02-23 18:00","",24.351,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,352,352,320,768,NA
"174","ng","2005-02-23 19:00","",24.931,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,368,480,512,1280,NA
"175","ng","2005-02-23 20:00","",17.855,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"176","ng","2005-02-23 21:00","",18.331,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"177","ng","2005-02-23 22:00","",16.808,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"178","ng","2005-02-23 23:00","",15.473,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"179","ng","2005-03-23 0:00","",14.134,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"180","ng","2005-03-23 1:00","",12.69,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"181","ng","2005-03-23 2:00","",11.722,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"182","ng","2005-03-23 3:00","",10.846,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"183","ng","2005-03-23 4:00","",10.063,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
"184","ng","2005-03-23 5:00","",9.176,NA,10541606,35.85309,-116.18381,"Mojave","Tecopa","HOBO",2,0,0,0,0,NA
