"","researcher","hourdate_HOBO","hour_ELITECH","temp","intensity","pendant_id","lat","long","region","site_code","sensor_pendant","rep","humidity.Ephedra californica","humidity.triangle","humidity.square","humidity.open"
"17470","ng","","2023-04-21 19:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,26.8,NA,NA
"17471","ng","","2023-04-21 20:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,25.4,NA,NA
"17472","ng","","2023-04-21 21:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,25.3,NA,NA
"17473","ng","","2023-04-21 22:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,25.2,NA,NA
"17474","ng","","2023-04-21 23:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,22.3,NA,NA
"17475","ng","","2023-04-22 0:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,25.3,NA,NA
"17476","ng","","2023-04-22 1:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,27.5,NA,NA
"17477","ng","","2023-04-22 2:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,31.5,NA,NA
"17478","ng","","2023-04-22 3:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,62,NA,NA
"17479","ng","","2023-04-22 4:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,69.2,NA,NA
"17480","ng","","2023-04-22 5:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,75,NA,NA
"17481","ng","","2023-04-22 6:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,76.9,NA,NA
"17482","ng","","2023-04-22 7:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,77.5,NA,NA
"17483","ng","","2023-04-22 8:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,78.5,NA,NA
"17484","ng","","2023-04-22 9:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,80,NA,NA
"17485","ng","","2023-04-22 10:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,81.5,NA,NA
"17486","ng","","2023-04-22 11:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,80.2,NA,NA
"17487","ng","","2023-04-22 12:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,85.8,NA,NA
"17488","ng","","2023-04-22 13:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,86.9,NA,NA
"17489","ng","","2023-04-22 14:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,75.5,NA,NA
"17490","ng","","2023-04-22 15:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,39.1,NA,NA
"17491","ng","","2023-04-22 16:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,30.9,NA,NA
"17492","ng","","2023-04-22 17:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,29.1,NA,NA
"17493","ng","","2023-04-22 18:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,28.6,NA,NA
"17494","ng","","2023-04-22 19:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,30.5,NA,NA
"17495","ng","","2023-04-22 20:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,28.6,NA,NA
"17496","ng","","2023-04-22 21:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,28.9,NA,NA
"17497","ng","","2023-04-22 22:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,27.5,NA,NA
"17498","ng","","2023-04-22 23:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,25.4,NA,NA
"17499","ng","","2023-04-23 0:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,28.2,NA,NA
"17500","ng","","2023-04-23 1:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,28.1,NA,NA
"17501","ng","","2023-04-23 2:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,29.8,NA,NA
"17502","ng","","2023-04-23 3:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,60.7,NA,NA
"17503","ng","","2023-04-23 4:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,74.8,NA,NA
"17504","ng","","2023-04-23 5:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,81.1,NA,NA
"17505","ng","","2023-04-23 6:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,81.4,NA,NA
"17506","ng","","2023-04-23 7:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,80.9,NA,NA
"17507","ng","","2023-04-23 8:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,84.6,NA,NA
"17508","ng","","2023-04-23 9:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,83.7,NA,NA
"17509","ng","","2023-04-23 10:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,88.6,NA,NA
"17510","ng","","2023-04-23 11:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,91.3,NA,NA
"17511","ng","","2023-04-23 12:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,88.7,NA,NA
"17512","ng","","2023-04-23 13:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,93.4,NA,NA
"17513","ng","","2023-04-23 14:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,75.7,NA,NA
"17514","ng","","2023-04-23 15:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,51.9,NA,NA
"17515","ng","","2023-04-23 16:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,40.5,NA,NA
"17516","ng","","2023-04-23 17:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,29.5,NA,NA
"17517","ng","","2023-04-23 18:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,32.2,NA,NA
"17518","ng","","2023-04-23 19:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,29.3,NA,NA
"17519","ng","","2023-04-23 20:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,29.9,NA,NA
"17520","ng","","2023-04-23 21:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,28.1,NA,NA
"17521","ng","","2023-04-23 22:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,26.1,NA,NA
"17522","ng","","2023-04-23 23:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,25.6,NA,NA
"17523","ng","","2023-04-24 0:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,27.5,NA,NA
"17524","ng","","2023-04-24 1:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,26.8,NA,NA
"17525","ng","","2023-04-24 2:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,33.1,NA,NA
"17526","ng","","2023-04-24 3:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,61.2,NA,NA
"17527","ng","","2023-04-24 4:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,68.6,NA,NA
"17528","ng","","2023-04-24 5:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,79.7,NA,NA
"17529","ng","","2023-04-24 6:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,74,NA,NA
"17530","ng","","2023-04-24 7:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,87.4,NA,NA
"17531","ng","","2023-04-24 8:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,89.5,NA,NA
"17532","ng","","2023-04-24 9:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,91.8,NA,NA
"17533","ng","","2023-04-24 10:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,92.3,NA,NA
"17534","ng","","2023-04-24 11:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,93.4,NA,NA
"17535","ng","","2023-04-24 12:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,93.6,NA,NA
"17536","ng","","2023-04-24 13:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,94.1,NA,NA
"17537","ng","","2023-04-24 14:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,87.3,NA,NA
"17538","ng","","2023-04-24 15:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,55.7,NA,NA
"17539","ng","","2023-04-24 16:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,41.2,NA,NA
"17540","ng","","2023-04-24 17:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,35.2,NA,NA
"17541","ng","","2023-04-24 18:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,29.2,NA,NA
"17542","ng","","2023-04-24 19:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,22.8,NA,NA
"17543","ng","","2023-04-24 20:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,27,NA,NA
"17544","ng","","2023-04-24 21:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,24.3,NA,NA
"17545","ng","","2023-04-24 22:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,19.9,NA,NA
"17546","ng","","2023-04-24 23:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,20.7,NA,NA
"17547","ng","","2023-04-25 0:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,21.3,NA,NA
"17548","ng","","2023-04-25 1:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,21.8,NA,NA
"17549","ng","","2023-04-25 2:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,26.2,NA,NA
"17550","ng","","2023-04-25 3:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,43.1,NA,NA
"17551","ng","","2023-04-25 4:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,53.8,NA,NA
"17552","ng","","2023-04-25 5:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,66.4,NA,NA
"17553","ng","","2023-04-25 6:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,71.9,NA,NA
"17554","ng","","2023-04-25 7:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,71.2,NA,NA
"17555","ng","","2023-04-25 8:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,75.7,NA,NA
"17556","ng","","2023-04-25 9:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,76.4,NA,NA
"17557","ng","","2023-04-25 10:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,84.2,NA,NA
"17558","ng","","2023-04-25 11:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,86.4,NA,NA
"17559","ng","","2023-04-25 12:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,83.9,NA,NA
"17560","ng","","2023-04-25 13:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,85.4,NA,NA
"17561","ng","","2023-04-25 14:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,63.6,NA,NA
"17562","ng","","2023-04-25 15:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,28.3,NA,NA
"17563","ng","","2023-04-25 16:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,24.7,NA,NA
"17564","ng","","2023-04-25 17:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,23,NA,NA
"17565","ng","","2023-04-25 18:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,23.4,NA,NA
"17566","ng","","2023-04-25 19:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,21.4,NA,NA
"17567","ng","","2023-04-25 20:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,22.6,NA,NA
"17568","ng","","2023-04-25 21:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,19,NA,NA
"17569","ng","","2023-04-25 22:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,19.2,NA,NA
"17570","ng","","2023-04-25 23:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,18.7,NA,NA
"17571","ng","","2023-04-26 0:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,19.9,NA,NA
"17572","ng","","2023-04-26 1:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,16.8,NA,NA
"17573","ng","","2023-04-26 2:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,20,NA,NA
"17574","ng","","2023-04-26 3:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,43.8,NA,NA
"17575","ng","","2023-04-26 4:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,50.3,NA,NA
"17576","ng","","2023-04-26 5:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,62.5,NA,NA
"17577","ng","","2023-04-26 6:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,67.4,NA,NA
"17578","ng","","2023-04-26 7:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,74.6,NA,NA
"17579","ng","","2023-04-26 8:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,75.8,NA,NA
"17580","ng","","2023-04-26 9:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,69.7,NA,NA
"17581","ng","","2023-04-26 10:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,74,NA,NA
"17582","ng","","2023-04-26 11:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,75.9,NA,NA
"17583","ng","","2023-04-26 12:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,81.8,NA,NA
"17584","ng","","2023-04-26 13:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,80.2,NA,NA
"17585","ng","","2023-04-26 14:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,59.3,NA,NA
"17586","ng","","2023-04-26 15:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,32.6,NA,NA
"17587","ng","","2023-04-26 16:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,31.3,NA,NA
"17588","ng","","2023-04-26 17:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,20.4,NA,NA
"17589","ng","","2023-04-26 18:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,19.3,NA,NA
"17590","ng","","2023-04-26 19:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,21.9,NA,NA
"17591","ng","","2023-04-26 20:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,21,NA,NA
"17592","ng","","2023-04-26 21:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,20.1,NA,NA
"17593","ng","","2023-04-26 22:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,18.4,NA,NA
"17594","ng","","2023-04-26 23:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,18.5,NA,NA
"17595","ng","","2023-04-27 0:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,20.3,NA,NA
"17596","ng","","2023-04-27 1:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,18.6,NA,NA
"17597","ng","","2023-04-27 2:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,20.1,NA,NA
"17598","ng","","2023-04-27 3:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,41.2,NA,NA
"17599","ng","","2023-04-27 4:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,55.3,NA,NA
"17600","ng","","2023-04-27 5:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,61.7,NA,NA
"17601","ng","","2023-04-27 6:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,64,NA,NA
"17602","ng","","2023-04-27 7:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,60.8,NA,NA
"17603","ng","","2023-04-27 8:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,60.8,NA,NA
"17604","ng","","2023-04-27 9:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,67.2,NA,NA
"17605","ng","","2023-04-27 10:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,67.5,NA,NA
"17606","ng","","2023-04-27 11:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,69.5,NA,NA
"17607","ng","","2023-04-27 12:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,70.8,NA,NA
"17608","ng","","2023-04-27 13:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,77.9,NA,NA
"17609","ng","","2023-04-27 14:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,56.3,NA,NA
"17610","ng","","2023-04-27 15:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,36.1,NA,NA
"17611","ng","","2023-04-27 16:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,23.6,NA,NA
"17612","ng","","2023-04-27 17:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,22,NA,NA
"17613","ng","","2023-04-27 18:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,20.2,NA,NA
"17614","ng","","2023-04-27 19:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,18.5,NA,NA
"17615","ng","","2023-04-27 20:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,18.9,NA,NA
"17616","ng","","2023-04-27 21:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,17.6,NA,NA
"17617","ng","","2023-04-27 22:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,17.2,NA,NA
"17618","ng","","2023-04-27 23:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,16.3,NA,NA
"17619","ng","","2023-04-28 0:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,19.7,NA,NA
"17620","ng","","2023-04-28 1:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,18.9,NA,NA
"17621","ng","","2023-04-28 2:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,20.2,NA,NA
"17622","ng","","2023-04-28 3:07",NA,NA,2101001641,35.11927,-119.62986,"San Joaquin","Carrizo_4","ELITECH",2,NA,52,NA,NA
