"researcher","hourdate_HOBO","hour_ELITECH","intensity","humidity","pendant_id","lat","long","region","site_code","sensor_pendant","rep","temp.Ephedra californica","temp.triangle","temp.square","temp.open"
"ng","04/22/23 09:00:00  AM","",800,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,15.855,28.754,36.946,29.053
"ng","04/22/23 10:00:00  AM","",1216,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,26.977,30.457,39.615,30.76
"ng","04/22/23 11:00:00  AM","",2176,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,30.862,32.086,37.165,34.163
"ng","04/22/23 12:00:00  PM","",3328,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,37.494,31.37,32.704,36.728
"ng","04/22/23 01:00:00  PM","",4096,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,41.108,30.963,33.326,40.071
"ng","04/22/23 02:00:00  PM","",4352,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,42.878,30.255,32.394,43.601
"ng","04/22/23 03:00:00  PM","",3712,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,45.076,29.853,30.054,47.109
"ng","04/22/23 04:00:00  PM","",4608,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,45.452,29.652,29.853,48.288
"ng","04/22/23 05:00:00  PM","",4352,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,43.238,28.953,28.655,43.48
"ng","04/22/23 06:00:00  PM","",3456,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,37.824,27.173,28.555,37.384
"ng","04/22/23 07:00:00  PM","",288,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,21.378,24.062,22.046,23.581
"ng","04/22/23 08:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,11.528,15.855,15.378,10.259
"ng","04/22/23 09:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,8.68,12.11,11.334,8.779
"ng","04/22/23 10:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,7.582,11.139,11.041,7.882
"ng","04/22/23 11:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,7.381,10.944,10.553,7.682
"ng","04/23/23 12:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,7.079,10.846,11.139,6.674
"ng","04/23/23 01:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,5.757,9.275,9.077,6.064
"ng","04/23/23 02:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,6.471,9.768,8.68,6.877
"ng","04/23/23 03:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,5.141,8.082,7.28,5.655
"ng","04/23/23 04:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,4.311,7.682,7.782,3.472
"ng","04/23/23 05:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,4.519,7.782,7.882,4.102
"ng","04/23/23 06:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,3.683,6.166,5.655,3.998
"ng","04/23/23 07:00:00  AM","",119,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,5.45,10.846,14.325,5.962
"ng","04/23/23 08:00:00  AM","",272,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,9.866,21.091,31.778,15.664
"ng","04/23/23 09:00:00  AM","",672,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,14.996,28.258,38.379,26.292
"ng","04/23/23 10:00:00  AM","",1024,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,26.585,31.166,39.843,31.472
"ng","04/23/23 11:00:00  AM","",2176,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,30.76,31.472,37.384,34.796
"ng","04/23/23 12:00:00  PM","",3200,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,36.946,32.291,33.222,37.714
"ng","04/23/23 01:00:00  PM","",3712,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,40.415,31.268,33.43,41.225
"ng","04/23/23 02:00:00  PM","",4096,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,43.48,29.853,31.778,45.076
"ng","04/23/23 03:00:00  PM","",4352,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,45.577,30.963,30.862,48.023
"ng","04/23/23 04:00:00  PM","",3328,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,45.703,30.963,30.963,47.499
"ng","04/23/23 05:00:00  PM","",3968,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,43.601,29.252,29.953,43.601
"ng","04/23/23 06:00:00  PM","",2304,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,37.935,28.456,29.452,36.837
"ng","04/23/23 07:00:00  PM","",320,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,21.282,23.292,21.855,22.717
"ng","04/23/23 08:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,11.722,16.046,15.473,11.236
"ng","04/23/23 09:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,9.669,13.942,14.038,10.455
"ng","04/23/23 10:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,8.182,11.722,11.139,8.282
"ng","04/23/23 11:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,10.161,13.846,13.269,7.381
"ng","04/24/23 12:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,6.471,9.571,9.077,6.674
"ng","04/24/23 01:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,5.552,8.779,8.481,6.166
"ng","04/24/23 02:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,5.037,7.983,7.682,5.037
"ng","04/24/23 03:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,3.998,6.877,6.775,4.831
"ng","04/24/23 04:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,3.367,6.674,6.471,4.207
"ng","04/24/23 05:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,3.155,6.166,5.86,4.727
"ng","04/24/23 06:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,5.45,8.382,8.082,6.978
"ng","04/24/23 07:00:00  AM","",128,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,5.244,11.139,13.269,6.877
"ng","04/24/23 08:00:00  AM","",272,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,10.846,21.855,33.326,17.76
"ng","04/24/23 09:00:00  AM","",672,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,15.951,26.781,39.389,26.195
"ng","04/24/23 10:00:00  AM","",1152,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,26.879,31.88,41.341,31.166
"ng","04/24/23 11:00:00  AM","",2048,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,30.255,31.983,38.714,34.479
"ng","04/24/23 12:00:00  PM","",3200,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,38.602,32.497,33.118,38.602
"ng","04/24/23 01:00:00  PM","",3840,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,41.928,30.862,32.911,40.992
"ng","04/24/23 02:00:00  PM","",4096,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,43.723,29.752,31.37,43.844
"ng","04/24/23 03:00:00  PM","",4352,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,45.829,30.457,30.76,46.337
"ng","04/24/23 04:00:00  PM","",3584,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,45.703,30.154,29.853,47.76
"ng","04/24/23 05:00:00  PM","",3840,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,42.52,29.252,29.152,44.457
"ng","04/24/23 06:00:00  PM","",2048,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,36.511,27.468,28.555,36.837
"ng","04/24/23 07:00:00  PM","",352,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,20.805,23.1,21.664,23.004
"ng","04/24/23 08:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,12.594,16.903,16.618,9.866
"ng","04/24/23 09:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,10.357,14.709,14.325,7.179
"ng","04/24/23 10:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,6.471,10.651,10.259,5.757
"ng","04/24/23 11:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,5.45,9.373,9.176,5.86
"ng","04/25/23 12:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,5.244,9.472,8.879,5.037
"ng","04/25/23 01:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,4.311,8.481,8.282,4.623
"ng","04/25/23 02:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,3.788,7.782,7.682,4.311
"ng","04/25/23 03:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,2.624,5.45,4.727,3.155
"ng","04/25/23 04:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,2.195,5.552,5.141,2.517
"ng","04/25/23 05:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,1.98,4.831,4.519,2.517
"ng","04/25/23 06:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,1.872,5.45,5.037,2.943
"ng","04/25/23 07:00:00  AM","",144,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,3.788,11.431,15.187,5.45
"ng","04/25/23 08:00:00  AM","",304,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,8.978,24.545,32.291,16.903
"ng","04/25/23 09:00:00  AM","",672,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,14.517,28.06,35.435,28.258
"ng","04/25/23 10:00:00  AM","",1216,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,27.272,30.154,38.157,31.37
"ng","04/25/23 11:00:00  AM","",1536,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,30.76,30.558,37.384,34.163
"ng","04/25/23 12:00:00  PM","",3200,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,37.935,31.268,32.394,37.824
"ng","04/25/23 01:00:00  PM","",3968,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,41.225,31.37,32.291,42.639
"ng","04/25/23 02:00:00  PM","",4096,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,44.828,30.457,32.188,46.979
"ng","04/25/23 03:00:00  PM","",4096,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,45.703,31.064,31.064,45.076
"ng","04/25/23 04:00:00  PM","",4608,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,45.326,30.054,30.457,48.288
"ng","04/25/23 05:00:00  PM","",2688,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,39.843,28.258,28.456,43.966
"ng","04/25/23 06:00:00  PM","",1920,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,36.946,27.764,29.152,37.165
"ng","04/25/23 07:00:00  PM","",384,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,21.951,24.062,22.333,23.581
"ng","04/25/23 08:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,8.779,14.325,14.038,7.882
"ng","04/25/23 09:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,7.782,13.75,13.076,6.37
"ng","04/25/23 10:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,5.45,10.553,9.571,5.037
"ng","04/25/23 11:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,5.037,9.275,9.373,5.244
"ng","04/26/23 12:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,4.102,7.481,6.877,4.519
"ng","04/26/23 01:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,3.049,7.983,7.481,4.102
"ng","04/26/23 02:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,3.261,8.082,8.581,4.102
"ng","04/26/23 03:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,3.472,7.682,7.582,3.893
"ng","04/26/23 04:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,2.837,7.179,6.775,4.102
"ng","04/26/23 05:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,2.303,6.674,6.877,3.788
"ng","04/26/23 06:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,2.943,6.877,7.481,4.519
"ng","04/26/23 07:00:00  AM","",136,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,5.141,13.558,17.475,7.079
"ng","04/26/23 08:00:00  AM","",272,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,10.161,26.683,36.837,20.329
"ng","04/26/23 09:00:00  AM","",768,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,16.999,30.457,43.48,31.166
"ng","04/26/23 10:00:00  AM","",1024,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,30.963,34.374,43.844,35.328
"ng","04/26/23 11:00:00  AM","",1728,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,35.222,34.058,39.729,37.494
"ng","04/26/23 12:00:00  PM","",3200,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,42.164,34.163,34.796,41.81
"ng","04/26/23 01:00:00  PM","",3840,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,45.452,33.639,35.435,44.211
"ng","04/26/23 02:00:00  PM","",4352,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,48.155,33.014,34.374,47.368
"ng","04/26/23 03:00:00  PM","",4608,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,49.905,32.807,33.222,49.905
"ng","04/26/23 04:00:00  PM","",4352,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,48.687,32.394,31.983,49.768
"ng","04/26/23 05:00:00  PM","",3328,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,45.326,31.983,31.88,47.499
"ng","04/26/23 06:00:00  PM","",2432,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,39.615,30.356,31.472,40.415
"ng","04/26/23 07:00:00  PM","",352,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,24.255,26.488,24.931,26.39
"ng","04/26/23 08:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,13.558,18.521,18.14,13.461
"ng","04/26/23 09:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,10.357,15.091,14.517,9.965
"ng","04/26/23 10:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,8.68,13.173,12.69,8.68
"ng","04/26/23 11:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,7.983,12.401,12.304,8.581
"ng","04/27/23 12:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,6.775,11.916,12.497,7.983
"ng","04/27/23 01:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,6.674,11.916,11.916,7.481
"ng","04/27/23 02:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,5.86,10.846,10.944,6.166
"ng","04/27/23 03:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,5.655,10.553,11.139,6.268
"ng","04/27/23 04:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,5.552,9.965,9.571,6.775
"ng","04/27/23 05:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,6.471,12.69,12.883,6.166
"ng","04/27/23 06:00:00  AM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,6.064,10.063,10.357,6.775
"ng","04/27/23 07:00:00  AM","",126,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,7.582,16.427,19.948,9.571
"ng","04/27/23 08:00:00  AM","",272,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,12.594,28.159,37.935,24.641
"ng","04/27/23 09:00:00  AM","",608,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,21.76,34.374,40.876,32.911
"ng","04/27/23 10:00:00  AM","",1280,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,32.911,35.222,43.966,36.728
"ng","04/27/23 11:00:00  AM","",1600,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,35.756,35.971,41.928,39.05
"ng","04/27/23 12:00:00  PM","",3328,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,44.089,37.274,37.714,43.359
"ng","04/27/23 01:00:00  PM","",3840,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,47.238,36.079,37.824,46.21
"ng","04/27/23 02:00:00  PM","",3328,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,50.874,35.115,36.728,50.042
"ng","04/27/23 03:00:00  PM","",2560,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,50.456,35.649,36.295,51.578
"ng","04/27/23 04:00:00  PM","",2304,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,50.042,36.079,35.971,52.727
"ng","04/27/23 05:00:00  PM","",3840,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,47.892,34.903,34.585,50.734
"ng","04/27/23 06:00:00  PM","",3200,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,42.282,32.704,33.639,42.282
"ng","04/27/23 07:00:00  PM","",336,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,26.683,28.159,26.781,28.754
"ng","04/27/23 08:00:00  PM","",0,NA,1174236,35.11936,-119.62948,"San Joaquin","Carrizo_4","HOBO",7,14.23,18.236,17.379,13.654
