"Plot Title: 20881725"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20881725, SEN S/N: 20881725)","Intensity, lum/ft² (LGR S/N: 20881725, SEN S/N: 20881725)","Coupler Detached (LGR S/N: 20881725)","Host Connected (LGR S/N: 20881725)","Coupler Attached (LGR S/N: 20881725)","Stopped (LGR S/N: 20881725)","End Of File (LGR S/N: 20881725)"
118,10/06/21 09:24:16  AM,22.046,3.0,,,,,
119,10/06/21 10:24:16  AM,21.951,6.0,,,,,
120,10/06/21 11:24:16  AM,21.855,2.0,,,,,
121,10/06/21 12:24:16  PM,21.855,1.0,,,,,
122,10/06/21 01:24:16  PM,21.855,0.0,,,,,
123,10/06/21 02:24:16  PM,21.855,2.0,,,,,
124,10/06/21 03:24:16  PM,21.951,3.0,,,,,
125,10/06/21 04:24:16  PM,21.951,1.0,,,,,
126,10/06/21 05:24:16  PM,21.855,0.0,,,,,
127,10/06/21 06:24:16  PM,21.855,0.0,,,,,
128,10/06/21 07:24:16  PM,21.855,0.0,,,,,
129,10/06/21 08:24:16  PM,21.855,0.0,,,,,
130,10/06/21 09:24:16  PM,21.855,0.0,,,,,
131,10/06/21 10:24:16  PM,21.855,0.0,,,,,
132,10/06/21 11:24:16  PM,21.951,0.0,,,,,
133,10/07/21 12:24:16  AM,21.855,0.0,,,,,
134,10/07/21 01:24:16  AM,21.855,0.0,,,,,
135,10/07/21 02:24:16  AM,21.855,0.0,,,,,
136,10/07/21 03:24:16  AM,21.855,0.0,,,,,
137,10/07/21 04:24:16  AM,21.855,0.0,,,,,
138,10/07/21 05:24:16  AM,21.855,0.0,,,,,
139,10/07/21 06:24:16  AM,21.855,0.0,,,,,
140,10/07/21 07:24:16  AM,21.855,0.0,,,,,
141,10/07/21 08:24:16  AM,21.855,1.0,,,,,
142,10/07/21 09:24:16  AM,21.855,0.0,,,,,
143,10/07/21 10:24:16  AM,21.855,2.0,,,,,
144,10/07/21 11:24:16  AM,21.855,1.0,,,,,
145,10/07/21 12:24:16  PM,21.855,1.0,,,,,
146,10/07/21 01:24:16  PM,21.855,2.0,,,,,
147,10/07/21 02:24:16  PM,21.855,1.0,,,,,
148,10/07/21 03:24:16  PM,21.855,1.0,,,,,
149,10/07/21 04:24:16  PM,21.855,1.0,,,,,
150,10/07/21 05:24:16  PM,21.855,0.0,,,,,
151,10/07/21 06:24:16  PM,21.855,0.0,,,,,
152,10/07/21 07:24:16  PM,21.855,0.0,,,,,
153,10/07/21 08:24:16  PM,21.855,0.0,,,,,
154,10/07/21 09:24:16  PM,21.855,0.0,,,,,
155,10/07/21 10:24:16  PM,21.855,0.0,,,,,
156,10/07/21 11:24:16  PM,21.855,0.0,,,,,
157,10/08/21 12:24:16  AM,21.855,0.0,,,,,
158,10/08/21 01:24:16  AM,21.855,0.0,,,,,
159,10/08/21 02:24:16  AM,21.855,0.0,,,,,
160,10/08/21 03:24:16  AM,21.855,0.0,,,,,
161,10/08/21 04:24:16  AM,21.855,0.0,,,,,
162,10/08/21 05:24:16  AM,21.855,0.0,,,,,
163,10/08/21 06:24:16  AM,21.855,0.0,,,,,
164,10/08/21 07:24:16  AM,21.855,0.0,,,,,
165,10/08/21 08:24:16  AM,21.855,0.0,,,,,
166,10/08/21 09:24:16  AM,21.951,3.0,,,,,
167,10/08/21 10:24:16  AM,21.951,9.0,,,,,
168,10/08/21 11:24:16  AM,21.951,2.0,,,,,
169,10/08/21 12:24:16  PM,21.951,3.0,,,,,
170,10/08/21 01:24:16  PM,21.855,1.0,,,,,
171,10/08/21 02:24:16  PM,21.951,2.0,,,,,
172,10/08/21 03:24:16  PM,21.951,1.0,,,,,
173,10/08/21 04:24:16  PM,21.855,1.0,,,,,
174,10/08/21 05:24:16  PM,21.855,1.0,,,,,
175,10/08/21 06:24:16  PM,21.855,0.0,,,,,
176,10/08/21 07:24:16  PM,21.855,0.0,,,,,
177,10/08/21 08:24:16  PM,21.855,0.0,,,,,
178,10/08/21 09:24:16  PM,21.855,0.0,,,,,
179,10/08/21 10:24:16  PM,21.855,0.0,,,,,
180,10/08/21 11:24:16  PM,21.855,0.0,,,,,
181,10/09/21 12:24:16  AM,21.855,0.0,,,,,
182,10/09/21 01:24:16  AM,21.855,0.0,,,,,
183,10/09/21 02:24:16  AM,21.855,0.0,,,,,
184,10/09/21 03:24:16  AM,21.855,0.0,,,,,
185,10/09/21 04:24:16  AM,21.855,0.0,,,,,
186,10/09/21 05:24:16  AM,21.855,0.0,,,,,
187,10/09/21 06:24:16  AM,21.855,0.0,,,,,
188,10/09/21 07:24:16  AM,21.855,0.0,,,,,
189,10/09/21 08:24:16  AM,21.855,0.0,,,,,
190,10/09/21 09:24:16  AM,21.855,0.0,,,,,
191,10/09/21 10:24:16  AM,21.855,0.0,,,,,
192,10/09/21 11:24:16  AM,21.951,1.0,,,,,
193,10/09/21 12:24:16  PM,21.855,0.0,,,,,
194,10/09/21 01:24:16  PM,21.855,0.0,,,,,
195,10/09/21 02:24:16  PM,21.855,1.0,,,,,
196,10/09/21 03:24:16  PM,21.855,1.0,,,,,
197,10/09/21 04:24:16  PM,21.855,1.0,,,,,
198,10/09/21 05:24:16  PM,21.855,0.0,,,,,
199,10/09/21 06:24:16  PM,21.855,0.0,,,,,
200,10/09/21 07:24:16  PM,21.855,0.0,,,,,
201,10/09/21 08:24:16  PM,21.855,0.0,,,,,
202,10/09/21 09:24:16  PM,21.855,0.0,,,,,
203,10/09/21 10:24:16  PM,21.951,0.0,,,,,
204,10/09/21 11:24:16  PM,21.855,0.0,,,,,
205,10/10/21 12:24:16  AM,21.855,0.0,,,,,
206,10/10/21 01:24:16  AM,21.855,0.0,,,,,
207,10/10/21 02:24:16  AM,21.855,0.0,,,,,
208,10/10/21 03:24:16  AM,21.855,0.0,,,,,
209,10/10/21 04:24:16  AM,21.855,0.0,,,,,
210,10/10/21 05:24:16  AM,21.855,0.0,,,,,
211,10/10/21 06:24:16  AM,21.855,0.0,,,,,
212,10/10/21 07:24:16  AM,21.855,0.0,,,,,
213,10/10/21 08:24:16  AM,21.855,0.0,,,,,
214,10/10/21 09:24:16  AM,21.951,44.0,,,,,
215,10/10/21 10:24:16  AM,21.951,3.0,,,,,
216,10/10/21 11:24:16  AM,21.951,6.0,,,,,
217,10/10/21 12:24:16  PM,21.951,2.0,,,,,
218,10/10/21 01:24:16  PM,21.951,2.0,,,,,
219,10/10/21 02:24:16  PM,21.951,1.0,,,,,
220,10/10/21 03:24:16  PM,21.951,2.0,,,,,
221,10/10/21 04:24:16  PM,21.951,1.0,,,,,
222,10/10/21 05:24:16  PM,21.855,0.0,,,,,
223,10/10/21 06:24:16  PM,21.855,0.0,,,,,
224,10/10/21 07:24:16  PM,21.855,0.0,,,,,
225,10/10/21 08:24:16  PM,21.855,0.0,,,,,
226,10/10/21 09:24:16  PM,21.855,0.0,,,,,
227,10/10/21 10:24:16  PM,21.855,0.0,,,,,
228,10/10/21 11:24:16  PM,21.951,0.0,,,,,
229,10/11/21 12:24:16  AM,21.855,0.0,,,,,
230,10/11/21 01:24:16  AM,21.855,0.0,,,,,
231,10/11/21 02:24:16  AM,21.855,0.0,,,,,
232,10/11/21 03:24:16  AM,21.855,0.0,,,,,
233,10/11/21 04:24:16  AM,21.855,0.0,,,,,
234,10/11/21 05:24:16  AM,21.951,0.0,,,,,
235,10/11/21 06:24:16  AM,21.855,0.0,,,,,
236,10/11/21 07:24:16  AM,21.855,0.0,,,,,
237,10/11/21 08:24:16  AM,21.855,2.0,,,,,
238,10/11/21 09:24:16  AM,22.142,56.0,,,,,
239,10/11/21 10:24:16  AM,22.046,2.0,,,,,
240,10/11/21 11:24:16  AM,22.046,4.0,,,,,
241,10/11/21 12:24:16  PM,22.046,4.0,,,,,
242,10/11/21 01:24:16  PM,21.951,3.0,,,,,
243,10/11/21 02:24:16  PM,21.951,2.0,,,,,
244,10/11/21 03:24:16  PM,21.951,1.0,,,,,
245,10/11/21 04:24:16  PM,21.951,0.0,,,,,
246,10/11/21 05:24:16  PM,21.951,0.0,,,,,
247,10/11/21 06:24:16  PM,21.951,0.0,,,,,
248,10/11/21 07:24:16  PM,21.951,0.0,,,,,
249,10/11/21 08:24:16  PM,21.951,0.0,,,,,
250,10/11/21 09:24:16  PM,21.951,0.0,,,,,
251,10/11/21 10:24:16  PM,21.951,0.0,,,,,
252,10/11/21 11:24:16  PM,21.855,0.0,,,,,
253,10/12/21 12:24:16  AM,21.951,0.0,,,,,
254,10/12/21 01:24:16  AM,21.951,0.0,,,,,
255,10/12/21 02:24:16  AM,21.951,0.0,,,,,
256,10/12/21 03:24:16  AM,21.951,0.0,,,,,
257,10/12/21 04:24:16  AM,21.855,0.0,,,,,
258,10/12/21 05:24:16  AM,21.855,0.0,,,,,
259,10/12/21 06:24:16  AM,21.855,0.0,,,,,
260,10/12/21 07:24:16  AM,22.046,0.0,,,,,
261,10/12/21 08:24:16  AM,22.142,2.0,,,,,
262,10/12/21 09:24:16  AM,22.238,64.0,,,,,
263,10/12/21 10:24:16  AM,22.142,8.0,,,,,
264,10/12/21 11:24:16  AM,22.142,5.0,,,,,
265,10/12/21 12:24:16  PM,22.046,3.0,,,,,
266,10/12/21 01:24:16  PM,22.046,4.0,,,,,
267,10/12/21 02:24:16  PM,21.951,1.0,,,,,
268,10/12/21 03:24:16  PM,21.951,0.0,,,,,
269,10/12/21 04:24:16  PM,21.951,0.0,,,,,
270,10/12/21 05:24:16  PM,21.951,0.0,,,,,
271,10/12/21 06:24:16  PM,21.951,0.0,,,,,
272,10/12/21 07:24:16  PM,21.951,0.0,,,,,
273,10/12/21 08:24:16  PM,21.951,0.0,,,,,
274,10/12/21 09:24:16  PM,21.951,0.0,,,,,
275,10/12/21 10:24:16  PM,21.951,0.0,,,,,
276,10/12/21 11:24:16  PM,21.951,0.0,,,,,
277,10/13/21 12:24:16  AM,21.951,0.0,,,,,
278,10/13/21 01:24:16  AM,21.855,0.0,,,,,
279,10/13/21 02:24:16  AM,21.951,0.0,,,,,
280,10/13/21 03:24:16  AM,21.951,0.0,,,,,
281,10/13/21 04:24:16  AM,21.951,0.0,,,,,
282,10/13/21 05:24:16  AM,21.951,0.0,,,,,
283,10/13/21 06:24:16  AM,21.951,0.0,,,,,
284,10/13/21 07:24:16  AM,21.855,0.0,,,,,
285,10/13/21 08:24:16  AM,21.951,0.0,,,,,
286,10/13/21 09:24:16  AM,21.951,0.0,,,,,
287,10/13/21 10:24:16  AM,21.951,1.0,,,,,
288,10/13/21 11:24:16  AM,21.951,4.0,,,,,
289,10/13/21 12:24:16  PM,22.046,5.0,,,,,
290,10/13/21 12:54:39  PM,,,,Logged,,,
291,10/13/21 12:54:40  PM,,,,,Logged,,
292,10/13/21 12:54:46  PM,,,,,,Logged,Logged
