pendant.OMEGA,shelter.open,rep,fabric,date,temp.omega,humidity,percent.germination.phaclia ,percent.germination.buckhorn,percent.germination.tidytips,day,trial 
15402,open,1,none,04-03-2021,21.2936,29.7642,0,0,,4,1
15402,open,1,none,04-03-2021,21.9291,27.4662,0,0,,4,1
15402,open,1,none,04-03-2021,21.9451,26.0166,0,0,,4,1
15402,open,1,none,04-03-2021,22.1427,24.0177,0,0,,4,1
15402,open,1,none,04-03-2021,21.9718,23.5935,0,0,,4,1
15402,open,1,none,04-03-2021,21.9986,22.1744,0,0,,4,1
15402,open,1,none,04-03-2021,21.9879,21.4694,0,0,,4,1
15402,open,1,none,04-03-2021,21.9718,22.9282,0,0,,4,1
15402,open,1,none,04-03-2021,21.9451,21.8509,0,0,,4,1
15402,open,1,none,04-03-2021,21.9986,21.1673,0,0,,4,1
15402,open,1,none,04-03-2021,21.9986,21.503,0,0,,4,1
15402,open,1,none,04-03-2021,22.084,22.3667,0,0,,4,1
15402,open,1,none,04-03-2021,22.0146,20.9171,0,0,,4,1
15402,open,1,none,04-03-2021,22.084,21.0025,0,0,,4,1
15402,open,1,none,04-03-2021,22.0573,21.1063,0,0,,4,1
15402,open,1,none,04-03-2021,22.1267,20.7218,0,0,,4,1
15402,open,1,none,04-03-2021,21.5499,21.0208,0,0,,4,1
15402,open,1,none,04-03-2021,21.5072,20.7675,0,0,,4,1
15402,open,1,none,04-03-2021,21.4485,20.5112,0,0,,4,1
15402,open,1,none,05-03-2021,21.4378,19.6597,0,0,,5,1
15402,open,1,none,05-03-2021,21.4218,19.2203,0,0,,5,1
15402,open,1,none,05-03-2021,21.4485,19.6048,0,0,,5,1
15402,open,1,none,05-03-2021,21.379,19.2844,0,0,,5,1
15402,open,1,none,05-03-2021,21.4485,18.3658,0,0,,5,1
15402,open,1,none,05-03-2021,21.4057,18.4024,0,0,,5,1
15402,open,1,none,05-03-2021,21.9986,17.6486,0,0,,5,1
15402,open,1,none,05-03-2021,22.0733,17.9049,0,0,,5,1
15402,open,1,none,05-03-2021,22.2816,17.5601,0,0,,5,1
15402,open,1,none,05-03-2021,22.1267,17.5051,0,0,,5,1
15402,open,1,none,05-03-2021,22.2282,17.9629,0,0,,5,1
15402,open,1,none,05-03-2021,22.2549,17.8317,0,0,,5,1
15402,open,1,none,05-03-2021,22.2549,16.9741,0,0,,5,1
15402,open,1,none,05-03-2021,22.2549,17.2091,0,0,,5,1
15402,open,1,none,05-03-2021,22.1695,17.8592,0,0,,5,1
15402,open,1,none,05-03-2021,22.1534,17.5753,0,0,,5,1
15402,open,1,none,05-03-2021,22.2122,18.0087,0,0,,5,1
15402,open,1,none,05-03-2021,22.2656,18.1643,0,0,,5,1
15402,open,1,none,05-03-2021,22.1962,18.5977,0,0,,5,1
15402,open,1,none,05-03-2021,22.2549,18.8174,0,0,,5,1
15402,open,1,none,05-03-2021,22.2549,19.0372,0,0,,5,1
15402,open,1,none,05-03-2021,22.3083,20.1633,0,0,,5,1
15402,open,1,none,05-03-2021,22.2549,19.7604,0,0,,5,1
15402,open,1,none,05-03-2021,22.2656,18.9548,0,0,,5,1
15402,open,1,none,06-03-2021,22.2976,18.1186,0,0,,6,1
15402,open,1,none,06-03-2021,22.2389,17.9812,0,0,,6,1
15402,open,1,none,06-03-2021,22.2122,17.6608,0,0,,6,1
15402,open,1,none,06-03-2021,22.2816,17.2122,0,0,,6,1
15402,open,1,none,06-03-2021,22.2656,16.8734,0,0,,6,1
15402,open,1,none,06-03-2021,22.2282,16.7544,0,0,,6,1
15402,open,1,none,06-03-2021,22.2549,16.4523,0,0,,6,1
15402,open,1,none,06-03-2021,22.2549,16.556,0,0,,6,1
15402,open,1,none,06-03-2021,22.2282,16.9741,0,0,,6,1
15402,open,1,none,06-03-2021,22.2656,17.1756,0,0,,6,1
15402,open,1,none,06-03-2021,22.2816,17.4105,0,0,,6,1
15402,open,1,none,06-03-2021,22.3083,17.6822,0,0,,6,1
15402,open,1,none,06-03-2021,22.3243,18.1552,0,0,,6,1
15402,open,1,none,06-03-2021,22.3243,18.3566,0,0,,6,1
15402,open,1,none,06-03-2021,22.2976,18.0667,0,0,,6,1
15402,open,1,none,06-03-2021,22.2549,17.4441,0,0,,6,1
15402,open,1,none,06-03-2021,22.3243,16.8124,0,0,,6,1
15402,open,1,none,06-03-2021,22.3243,16.6934,0,0,,6,1
15402,open,1,none,06-03-2021,22.3083,16.2387,0,0,,6,1
15402,open,1,none,06-03-2021,22.3083,16.6751,0,0,,6,1
15402,open,1,none,06-03-2021,22.2976,17.0962,0,0,,6,1
15402,open,1,none,06-03-2021,22.2656,17.6303,0,0,,6,1
15402,open,1,none,06-03-2021,22.3083,17.7279,0,0,,6,1
15402,open,1,none,06-03-2021,22.2656,17.9629,0,0,,6,1
15402,open,1,none,07-03-2021,22.3243,17.8164,0,0,,7,1
15402,open,1,none,07-03-2021,22.2976,17.7798,0,0,,7,1
15402,open,1,none,07-03-2021,21.6728,18.0117,0,0,,7,1
15402,open,1,none,07-03-2021,21.6194,17.8439,0,0,,7,1
15402,open,1,none,07-03-2021,21.63,17.1878,0,0,,7,1
15402,open,1,none,07-03-2021,21.6033,16.7544,0,0,,7,1
15402,open,1,none,07-03-2021,22.1855,16.3821,0,0,,7,1
15402,open,1,none,07-03-2021,22.2122,16.199,0,0,,7,1
15402,open,1,none,07-03-2021,22.3938,15.6893,0,0,,7,1
15402,open,1,none,07-03-2021,22.3083,15.436,0,0,,7,1
15402,open,1,none,07-03-2021,22.2549,15.2804,0,0,,7,1
15402,open,1,none,07-03-2021,22.2816,15.2346,0,0,,7,1
15402,open,1,none,07-03-2021,22.1962,15.1431,0,0,,7,1
15402,open,1,none,07-03-2021,22.2656,15.0973,0,0,,7,1
15402,open,1,none,07-03-2021,22.2656,15.314,0,0,,7,1
15402,open,1,none,07-03-2021,22.3083,15.5673,0,0,,7,1
15402,open,1,none,07-03-2021,22.351,15.906,0,0,,7,1
15402,open,1,none,07-03-2021,22.3243,16.1227,0,0,,7,1
15402,open,1,none,07-03-2021,22.351,16.2936,0,0,,7,1
15402,open,1,none,07-03-2021,22.3938,16.4981,0,0,,7,1
15402,open,1,none,07-03-2021,22.2656,16.6079,0,0,,7,1
15402,open,1,none,07-03-2021,22.3404,16.6751,0,0,,7,1
15402,open,1,none,07-03-2021,22.2976,16.6903,0,0,,7,1
15402,open,1,none,07-03-2021,22.351,16.3088,0,0,,7,1
15402,open,1,none,08-03-2021,22.2976,16.1379,0,0,,8,1
15402,open,1,none,08-03-2021,22.3243,16.3607,0,0,,8,1
15402,open,1,none,08-03-2021,22.3083,16.5774,0,0,,8,1
15402,open,1,none,08-03-2021,22.3831,16.4614,0,0,,8,1
15402,open,1,none,08-03-2021,22.2816,16.5774,0,0,,8,1
15402,open,1,none,08-03-2021,22.2976,16.7422,0,0,,8,1
15402,open,1,none,08-03-2021,22.3083,17.0291,0,0,,8,1
15402,open,1,none,08-03-2021,22.3404,17.4655,0,0,,8,1
15402,open,1,none,08-03-2021,22.2976,18.4848,0,0,,8,1
15402,open,1,none,08-03-2021,22.3831,19.6323,0,0,,8,1
15402,open,1,none,08-03-2021,22.2816,20.9842,0,0,,8,1
15402,open,1,none,08-03-2021,22.2122,22.034,0,0,,8,1
15402,open,1,none,08-03-2021,22.2389,22.6261,0,0,,8,1
15402,open,1,none,08-03-2021,22.2549,22.8763,0,0,,8,1
15402,open,1,none,08-03-2021,22.3671,23.4226,0,0,,8,1
15402,open,1,none,08-03-2021,22.351,23.8499,0,0,,8,1
15402,open,1,none,08-03-2021,22.3831,24.4999,0,0,,8,1
15402,open,1,none,08-03-2021,22.2976,24.8875,0,0,,8,1
15402,open,1,none,08-03-2021,22.2976,25.4185,0,0,,8,1
15402,open,1,none,08-03-2021,22.1,26.2394,0,0,,8,1
15402,open,1,none,08-03-2021,21.7155,27.0878,0,0,,8,1
15402,open,1,none,08-03-2021,21.6728,27.5547,0,0,,8,1
15402,open,1,none,08-03-2021,21.6728,27.8874,0,0,,8,1
15402,open,1,none,08-03-2021,21.6728,28.101,0,0,,8,1
15402,open,1,none,09-03-2021,21.6888,28.9769,0,0,,9,1
15402,open,1,none,09-03-2021,21.63,29.4438,0,0,,9,1
15402,open,1,none,09-03-2021,21.6461,29.3065,0,0,,9,1
15402,open,1,none,09-03-2021,21.6461,29.2149,0,0,,9,1
15402,open,1,none,09-03-2021,21.6461,29.2149,0,0,,9,1
15402,open,1,none,09-03-2021,21.6461,29.0349,0,0,,9,1
15402,open,1,none,09-03-2021,22.1855,28.3085,0,0,,9,1
15402,open,1,none,09-03-2021,22.2976,28.3909,0,0,,9,1
15402,open,1,none,09-03-2021,22.3671,28.7907,0,0,,9,1
15402,open,1,none,09-03-2021,22.084,29.1051,0,0,,9,1
15402,open,1,none,09-03-2021,22.3083,28.6351,0,0,,9,1
15402,open,1,none,09-03-2021,22.2122,27.9026,0,0,,9,1
15402,open,1,none,09-03-2021,22.2549,26.9963,0,0,,9,1
15402,open,1,none,09-03-2021,22.1427,25.8488,0,0,,9,1
15402,open,1,none,09-03-2021,22.0146,24.8386,0,0,,9,1
15402,open,1,none,09-03-2021,22.1855,24.033,0,0,,9,1
15402,open,1,none,09-03-2021,22.3404,27.2862,0,0,,9,1
15402,open,1,none,09-03-2021,22.3243,27.6677,0,0,,9,1
15402,open,1,none,09-03-2021,22.2389,27.7073,0,0,,9,1
15402,open,1,none,09-03-2021,22.351,27.335,0,0,,9,1
15402,open,1,none,09-03-2021,22.2656,26.8772,0,0,,9,1
15402,open,1,none,09-03-2021,22.3831,26.6392,0,0,,9,1
15402,open,1,none,09-03-2021,22.2656,26.389,0,0,,9,1
15402,open,1,none,09-03-2021,22.2976,26.3767,0,0,,9,1
15402,open,1,none,10-03-2021,22.3083,26.5232,0,0,,10,1
15402,open,1,none,10-03-2021,22.2976,27.042,0,0,,10,1
15402,open,1,none,10-03-2021,22.3671,27.5639,0,0,,10,1
15402,open,1,none,10-03-2021,22.2656,27.982,0,0,,10,1
15402,open,1,none,10-03-2021,22.2656,28.2994,0,0,,10,1
15402,open,1,none,10-03-2021,22.2976,28.4977,0,0,,10,1
15402,open,1,none,10-03-2021,22.2549,28.8426,0,0,,10,1
15402,open,1,none,10-03-2021,22.2816,29.3614,0,0,,10,1
15402,open,1,none,10-03-2021,22.3404,30.0298,0,0,,10,1
15402,open,1,none,10-03-2021,22.2976,30.3655,0,0,,10,1
15402,open,1,none,10-03-2021,22.1695,28.7144,0,0,,10,1
15402,open,1,none,10-03-2021,22.2656,28.7083,0,0,,10,1
15402,open,1,none,10-03-2021,22.3404,28.0308,0,0,,10,1
15402,open,1,none,10-03-2021,22.1855,27.686,0,0,,10,1
15402,open,1,none,10-03-2021,22.3243,27.6036,0,0,,10,1
15402,open,1,none,10-03-2021,22.116,27.8782,0,0,,10,1
15402,open,1,none,10-03-2021,22.0306,28.1743,0,0,,10,1
15402,open,1,none,10-03-2021,22.1962,28.5191,0,0,,10,1
15402,open,1,none,10-03-2021,22.2549,28.9952,0,0,,10,1
15402,open,1,none,10-03-2021,22.0146,29.4591,0,0,,10,1
15402,open,1,none,10-03-2021,21.7742,29.9657,0,0,,10,1
15402,open,1,none,10-03-2021,21.6728,29.9474,0,0,,10,1
15402,open,1,none,10-03-2021,21.7048,29.8863,0,0,,10,1
15402,open,1,none,10-03-2021,21.6728,30.1579,0,0,,10,1
15402,open,1,none,11-03-2021,21.7582,30.9087,0,0,,11,1
15402,open,1,none,11-03-2021,21.7048,32.2484,0,0,,11,1
15402,open,1,none,11-03-2021,21.4752,33.3196,0,0,,11,1
15402,open,1,none,11-03-2021,21.5927,33.7591,0,0,,11,1
15402,open,1,none,11-03-2021,21.6033,34.1436,0,0,,11,1
15402,open,1,none,11-03-2021,21.6621,33.5607,0,0,,11,1
15402,open,1,none,11-03-2021,22.2656,34.0856,0,0,,11,1
15402,open,1,none,11-03-2021,22.1695,34.6685,0,0,,11,1
15402,open,1,none,11-03-2021,22.1962,36.2921,0,0,,11,1
15402,open,1,none,11-03-2021,22.3938,38.9837,0,0,,11,1
15402,open,1,none,11-03-2021,22.4952,40.9216,0,0,,11,1
15402,open,1,none,11-03-2021,22.9065,41.8921,0,0,,11,1
15402,open,1,none,11-03-2021,22.9171,42.4048,0,0,,11,1
15402,open,1,none,11-03-2021,22.8637,43.8025,0,0,,11,1
15402,open,1,none,11-03-2021,22.7783,43.8514,0,0,,11,1
15402,open,1,none,11-03-2021,23.3871,43.5309,0,0,,11,1
15402,open,1,none,11-03-2021,22.9599,45.7649,0,0,,11,1
15402,open,1,none,11-03-2021,22.6501,49.8299,0,0,,11,1
15402,open,1,none,11-03-2021,21.9291,42.4292,0,0,,11,1
15402,open,1,none,11-03-2021,22.1427,33.7163,0,0,,11,1
15402,open,1,none,11-03-2021,22.1,31.6747,0,0,,11,1
15402,open,1,none,11-03-2021,22.1534,31.3664,0,0,,11,1
15402,open,1,none,11-03-2021,22.2389,30.2495,0,0,,11,1
15402,open,1,none,11-03-2021,22.1267,29.4072,0,0,,11,1
15402,open,1,none,12-03-2021,22.2656,28.7968,0,0,,11,1
15402,open,1,none,12-03-2021,22.084,28.8609,0,0,,12,1
15402,open,1,none,12-03-2021,22.2976,28.8914,0,0,,12,1
15402,open,1,none,12-03-2021,22.1534,29.2149,0,0,,12,1
15402,open,1,none,12-03-2021,22.3083,29.1966,0,0,,12,1
15402,open,1,none,12-03-2021,22.2282,29.1142,0,0,,12,1
15402,open,1,none,12-03-2021,22.2282,28.9189,0,0,,12,1
15402,open,1,none,12-03-2021,22.2656,28.9067,0,0,,12,1
15402,open,1,none,12-03-2021,22.3083,28.6992,0,0,,12,1
15402,open,1,none,12-03-2021,22.2656,27.7653,0,0,,12,1
15402,open,1,none,12-03-2021,22.0573,26.5232,0,0,,12,1
15402,open,1,none,12-03-2021,22.116,24.5853,0,0,,12,1
15402,open,1,none,12-03-2021,22.1695,25.1987,0,0,,12,1
15402,open,1,none,12-03-2021,22.1855,25.3178,0,0,,12,1
15402,open,1,none,12-03-2021,22.0413,24.8569,0,0,,12,1
15402,open,1,none,12-03-2021,22.1695,25.0614,0,0,,12,1
15402,open,1,none,12-03-2021,22.1427,23.4562,0,0,,12,1
15402,open,1,none,12-03-2021,22.2549,21.7075,0,0,,12,1
15402,open,1,none,12-03-2021,22.3243,20.8896,0,0,,12,1
15402,open,1,none,12-03-2021,22.2656,19.8123,0,0,,12,1
15402,open,1,none,12-03-2021,22.3404,19.5102,0,0,,12,1
15402,open,1,none,12-03-2021,22.3243,19.3576,0,0,,12,1
15402,open,1,none,12-03-2021,22.3083,19.0066,0,0,,12,1
15402,open,1,none,12-03-2021,21.7742,19.263,0,0,,12,1
15402,open,1,none,13-03-2021,21.7742,19.1592,0,0,,13,1
15402,open,1,none,13-03-2021,21.7048,19.2905,0,0,,13,1
15402,open,1,none,13-03-2021,21.6728,19.3545,0,0,,13,1
15402,open,1,none,13-03-2021,21.6728,19.2355,0,0,,13,1
15402,open,1,none,13-03-2021,21.7315,19.2691,0,0,,13,1
15402,open,1,none,13-03-2021,21.6621,18.4329,0,0,,13,1
15402,open,1,none,13-03-2021,22.2976,17.3465,0,0,,13,1
15402,open,1,none,13-03-2021,22.3243,16.8917,0,0,,13,1
15402,open,1,none,13-03-2021,22.3404,17.2122,0,0,,13,1
15402,open,1,none,13-03-2021,22.3243,17.8836,0,0,,13,1
15402,open,1,none,13-03-2021,22.1855,18.3474,0,0,,13,1
15402,open,1,none,13-03-2021,22.2389,18.2956,0,0,,13,1
15402,open,1,none,13-03-2021,22.2976,18.3017,0,0,,13,1
15402,open,1,none,13-03-2021,22.1962,18.378,0,0,,13,1
15402,open,1,none,13-03-2021,22.1695,19.0829,0,0,,13,1
15402,open,1,none,13-03-2021,22.2816,19.794,0,0,,13,1
15402,open,1,none,13-03-2021,22.2389,19.4919,0,0,,13,1
15402,open,1,none,13-03-2021,22.3083,19.8947,0,0,,13,1
15402,open,1,none,13-03-2021,22.2389,20.1602,0,0,,13,1
15402,open,1,none,13-03-2021,22.2549,20.7126,0,0,,13,1
15402,open,1,none,13-03-2021,22.3404,21.1093,0,0,,13,1
15402,open,1,none,13-03-2021,22.3671,22.1836,0,0,,13,1
15402,open,1,none,13-03-2021,22.2549,22.8946,0,0,,13,1
15402,open,1,none,13-03-2021,22.3831,23.3951,0,0,,13,1
15402,open,1,none,14-03-2021,22.2656,23.7949,0,0,,13,1
15402,open,1,none,14-03-2021,22.3083,24.1611,0,0,,13,1
15402,open,1,none,14-03-2021,22.2549,23.8407,0,0,,14,1
15402,open,1,none,14-03-2021,22.3243,23.7736,0,0,,14,1
15402,open,1,none,14-03-2021,22.3083,23.8437,0,0,,14,1
15402,open,1,none,14-03-2021,22.2816,23.978,0,0,,14,1
15402,open,1,none,14-03-2021,22.3083,24.4633,0,0,,14,1
15402,open,1,none,14-03-2021,22.1695,24.1703,0,0,,14,1
15402,open,1,none,14-03-2021,22.3083,23.6179,0,0,,14,1
15402,open,1,none,14-03-2021,22.1695,21.5335,0,0,,14,1
15402,open,1,none,14-03-2021,22.2549,20.2609,0,0,,14,1
15402,open,1,none,14-03-2021,22.1962,18.9853,0,0,,14,1
15402,open,1,none,14-03-2021,22.1,18.323,0,0,,14,1
15402,open,1,none,14-03-2021,22.2549,17.6638,0,0,,14,1
15402,open,1,none,14-03-2021,22.2282,17.3098,0,0,,14,1
15402,open,1,none,14-03-2021,22.351,17.0138,0,0,,14,1
15402,open,1,none,14-03-2021,21.63,24.8692,0,0,,14,1
15402,open,1,none,14-03-2021,21.9451,24.1062,0,0,,14,1
15402,open,1,none,14-03-2021,21.9451,22.9923,0,0,,14,1
15402,open,1,none,14-03-2021,21.9718,22.2232,0,0,,14,1
15402,open,1,none,14-03-2021,21.8864,23.0045,0,0,,14,1
15402,open,1,none,14-03-2021,21.9024,21.799,0,0,,14,1
15402,open,1,none,14-03-2021,21.8757,20.5203,0,0,,14,1
15402,open,1,none,15-03-2021,21.9184,20.6912,0,0,,15,1
15402,open,1,none,15-03-2021,21.8437,21.323,0,0,,15,1
15402,open,1,none,15-03-2021,21.9024,20.9232,0,0,,15,1
15402,open,1,none,15-03-2021,21.9879,20.9476,0,0,,15,1
15402,open,1,none,15-03-2021,21.9024,17.557,0,0,,15,1
15402,open,1,none,15-03-2021,21.9024,18.6465,0,0,,15,1
15402,open,1,none,15-03-2021,21.9291,19.4553,0,0,,15,1
15402,open,1,none,15-03-2021,21.9291,19.6201,0,0,,15,1
15402,open,1,none,15-03-2021,22.1267,17.2519,0,0,,15,1
15402,open,1,none,15-03-2021,22.0733,17.1817,0,0,,15,1
15402,open,1,none,15-03-2021,21.8597,17.5723,0,0,,15,1
15402,open,1,none,15-03-2021,22.0146,17.261,0,0,,15,1
15402,open,1,none,15-03-2021,21.9291,17.8256,0,0,,15,1
15402,open,1,none,15-03-2021,21.8757,16.5347,0,0,,15,1
15402,open,1,none,15-03-2021,21.8864,18.0911,0,0,,15,1
15402,open,1,none,15-03-2021,21.9718,18.6862,0,0,,15,1
15402,open,1,none,15-03-2021,22.0146,18.4543,0,0,,15,1
15402,open,1,none,15-03-2021,22.0573,19.0921,0,0,,15,1
15402,open,1,none,15-03-2021,21.9986,18.1186,0,0,,15,1
15402,open,1,none,15-03-2021,21.9986,20.264,0,0,,15,1
15402,open,1,none,15-03-2021,22.0306,20.3525,0,0,,15,1
15402,open,1,none,15-03-2021,22.0306,19.5468,0,0,,15,1
15402,open,1,none,15-03-2021,22.1,19.6994,0,0,,15,1
15402,open,1,none,15-03-2021,22.0573,20.0839,0,0,,16,1
15402,open,1,none,16-03-2021,22.0413,19.2782,0,0,,16,1
15402,open,1,none,16-03-2021,22.0413,19.9771,0,0,,16,1
15402,open,1,none,16-03-2021,22.084,18.6404,0,0,,16,1
15402,open,1,none,16-03-2021,22.1,19.1806,0,0,,16,1
15402,open,1,none,16-03-2021,22.1267,19.7177,0,0,,16,1
15402,open,1,none,16-03-2021,22.1,21.6983,0,0,,16,1
15402,open,1,none,16-03-2021,22.1267,20.7919,0,0,,16,1
15402,open,1,none,16-03-2021,22.1267,21.5793,0,0,,16,1
15402,open,1,none,16-03-2021,22.1427,21.9486,0,0,,16,1
15402,open,1,none,16-03-2021,22.1427,21.1124,0,0,,16,1
15402,open,1,none,16-03-2021,22.2389,22.4094,0,0,,16,1
15402,open,1,none,16-03-2021,22.1962,22.0005,0,0,,16,1
15402,open,1,none,16-03-2021,22.1534,22.7207,0,0,,16,1
15402,open,1,none,16-03-2021,22.1534,22.6169,0,0,,16,1
15402,open,1,none,16-03-2021,22.2122,23.1632,0,0,,16,1
15402,open,1,none,16-03-2021,22.2282,23.1083,0,0,,16,1
15402,open,1,none,16-03-2021,22.1695,23.3463,0,0,,16,1
15402,open,1,none,16-03-2021,22.1855,23.1754,0,0,,16,1
15402,open,1,none,16-03-2021,22.1534,23.6545,0,0,,16,1
15402,open,1,none,16-03-2021,22.2122,23.1785,0,0,,16,1
15402,open,1,none,16-03-2021,22.2122,24.2496,0,0,,16,1
15402,open,1,none,16-03-2021,22.1534,24.5335,0,0,,16,1
15402,open,1,none,16-03-2021,22.1962,24.4144,0,0,,16,1
15402,open,1,none,16-03-2021,22.1695,24.3503,0,0,,16,1
15402,open,1,none,17-03-2021,22.2282,24.1703,0,0,,17,1
15402,open,1,none,17-03-2021,22.2282,23.8712,0,0,,17,1
15402,open,1,none,17-03-2021,22.2656,24.6433,0,0,,17,1
15402,open,1,none,17-03-2021,22.2976,23.9963,0,0,,17,1
15402,open,1,none,17-03-2021,22.2389,23.7034,0,0,,17,1
15402,open,1,none,17-03-2021,22.2656,23.3402,0,0,,17,1
15402,open,1,none,17-03-2021,22.2122,23.7491,0,0,,17,1
15402,open,1,none,17-03-2021,22.2122,24.0208,0,0,,17,1
15402,open,1,none,17-03-2021,22.2656,24.2985,0,0,,17,1
15402,open,1,none,17-03-2021,22.3404,24.6647,0,0,,17,1
15402,open,1,none,17-03-2021,22.1962,25.0492,0,0,,17,1
15402,open,1,none,17-03-2021,22.2282,25.8701,0,0,,17,1
15402,open,1,none,17-03-2021,22.1267,26.9841,0,0,,17,1
15402,open,1,none,17-03-2021,22.116,27.1183,0,0,,17,1
15402,open,1,none,17-03-2021,22.2549,27.5242,0,0,,17,1
15402,open,1,none,17-03-2021,22.2282,27.9332,0,0,,17,1
15402,open,1,none,17-03-2021,22.351,27.8386,0,0,,17,1
15402,open,1,none,17-03-2021,21.7582,28.513,0,0,,17,1
15402,open,1,none,17-03-2021,21.7315,28.9189,0,0,,17,1
15402,open,1,none,17-03-2021,21.7475,29.041,0,0,,17,1
15402,open,1,none,17-03-2021,21.6728,29.3278,0,0,,17,1
15402,open,1,none,17-03-2021,21.6621,29.63,0,0,,17,1
15402,open,1,none,17-03-2021,21.6461,29.4743,0,0,,17,1
15402,open,1,none,17-03-2021,21.6888,29.5079,0,0,,17,1
15402,open,1,none,18-03-2021,21.6194,29.9718,0,0,,17,1
15402,open,1,none,18-03-2021,21.6888,29.4621,0,0,,18,1
15402,open,1,none,18-03-2021,21.6728,30.1122,0,0,,18,1
15402,open,1,none,18-03-2021,21.6621,30.2464,0,0,,18,1
15402,open,1,none,18-03-2021,21.6888,30.3563,0,0,,18,1
15402,open,1,none,18-03-2021,21.6888,30.4265,0,0,,18,1
